	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage	SFB_v_GF_CCR6-ILC3	SFB_v_GF_CCR6+ILC3	SFB_v_GF_SCA+CCR6+ILC3	DKO_v_JAX_3day_CCR6-ILC3	DKO_v_JAX_3day_CCR6+ILC3	DKO_v_JAX_eday_SCA+CCR6+ILC3
Vmn2r110	         0	         0	         0	         0	         0	         0	-0.0026492	 0.0056317	 0.0027576	 0.0010259	    1.4591	0.00042648
Vmn2r49	         0	         0	         0	         0	         0	         0	-0.0026492	 0.0056317	 0.0027576	 0.0010259	    1.4591	0.00042648
Defb46	         0	         0	         0	         0	         0	         0	-0.0028024	 0.0059602	 0.0029271	 0.0010892	    1.4464	 0.0004537
Gm10375	         0	         0	         0	         0	         0	         0	-0.0028024	 0.0059602	 0.0029271	 0.0010892	    1.4464	 0.0004537
Gm16294	         0	         0	         0	         0	         0	         0	-0.0028024	 0.0059602	 0.0029271	 0.0010892	    1.4464	 0.0004537
Mir6238	         0	         0	         0	         0	         0	         0	-0.0028024	 0.0059602	 0.0029271	 0.0010892	    1.4464	 0.0004537
Olfr1205	         0	         0	         0	         0	         0	         0	-0.0028024	 0.0059602	 0.0029271	 0.0010892	    1.4464	 0.0004537
Olfr560	         0	         0	         0	         0	         0	         0	-0.0028024	 0.0059602	 0.0029271	 0.0010892	    1.4464	 0.0004537
Olfr768	         0	         0	         0	         0	         0	         0	-0.0028024	 0.0059602	 0.0029271	 0.0010892	    1.4464	 0.0004537
Pth2	         0	         0	         0	         0	         0	         0	-0.0028024	 0.0059602	 0.0029271	 0.0010892	    1.4464	 0.0004537
Vmn1r10	         0	         0	         0	         0	         0	         0	-0.0028024	 0.0059602	 0.0029271	 0.0010892	    1.4464	 0.0004537
Gm13582	 -0.011947	 -0.011851	 -0.011508	  0.017663	  -0.01238	 -0.011796	-0.0023883	 0.0050736	  0.002472	0.00091939	    1.4801	0.00038094
Il1rapl1	 -0.014539	 -0.014997	 -0.013367	 -0.016137	 -0.013824	 -0.013919	-0.0022764	 0.0048344	 0.0023506	0.00087413	    1.4888	0.00036169
Olfr702	 -0.0006158	 0.00015728	 0.00020707	-9.5256e-05	 0.00036901	   0.047528	 -0.0021746	  0.0046169	  0.0022408	 0.00083317	     1.4966	 0.00034431
Gm3428	         0	         0	         0	         0	         0	         0	-0.0011093	 0.0023494	 0.0011197	0.00041584	    1.5185	  0.053873
Gm805	         0	         0	         0	         0	         0	         0	-0.0011353	 0.0024045	 0.0011464	0.00042579	    1.5155	  0.055177
Pcdhb1	         0	         0	         0	         0	         0	         0	-0.0011625	 0.0024623	 0.0011745	0.00043623	    1.5123	  0.056548
Ubtfl1	         0	         0	         0	         0	         0	         0	-0.0012527	  0.002654	 0.0012678	0.00047092	    1.5017	  0.061109
Ceacam11	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Dcaf12l2	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Defb3	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Gm10318	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Gm19689	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Gm5478	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Gm8267	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Lce1l	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Lce3d	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Mir6388	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Olfr1160	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Olfr1243	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Olfr1247	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Olfr1463	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Olfr391-ps	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Olfr545	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Olfr582	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Olfr686	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Olfr705	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Rhox6	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Taar7b	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Vmn1r205	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Vmn1r237	         0	         0	         0	         0	         0	         0	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Fgg	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Gm3409	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Klk5	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Mir1950	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Mtnr1b	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Olfr1079	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Olfr1126	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Olfr1196	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Olfr155	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Olfr192	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Olfr362	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Olfr738	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Olfr894	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Olfr912	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Olfr917	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Prl4a1	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Tex19.2	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Tmem225	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Vmn2r103	         0	         0	         0	         0	         0	         0	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Fgf21	         0	         0	         0	         0	         0	         0	-0.0011335	 0.0024007	 0.0011446	 0.0004251	    1.4133	0.00017363
Gm5166	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Hmgb4	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Irx2	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Mup3	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Olfr1195	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Olfr214	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Olfr600	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Olfr681	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Olfr698	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Olfr866	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Olfr972	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Olfr994	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Prl7d1	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Rhox4c	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Ugt2a1	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Vmn1r124	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Vmn1r16	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Vmn1r175	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Vmn1r44	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Vmn1r59	         0	         0	         0	         0	         0	         0	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Gm17727	         0	         0	         0	         0	         0	         0	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Gm5941	         0	         0	         0	         0	         0	         0	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Gm7157	         0	         0	         0	         0	         0	         0	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Krtap12-1	         0	         0	         0	         0	         0	         0	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Mir145b	         0	         0	         0	         0	         0	         0	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Olfr1217	         0	         0	         0	         0	         0	         0	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Olfr1491	         0	         0	         0	         0	         0	         0	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Olfr273	         0	         0	         0	         0	         0	         0	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Olfr424	         0	         0	         0	         0	         0	         0	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Olfr827	         0	         0	         0	         0	         0	         0	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Sprr3	         0	         0	         0	         0	         0	         0	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Taar5	         0	         0	         0	         0	         0	         0	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Tas2r107	         0	         0	         0	         0	         0	         0	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Vmn1r159	         0	         0	         0	         0	         0	         0	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Vmn1r196	         0	         0	         0	         0	         0	         0	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Olfr418-ps1	-0.0044516	 -0.004502	-0.0036702	-0.0044254	-0.0039805	-0.0055214	-0.0029735	 0.0063272	 0.0031179	 0.0011604	    1.4317	0.00048449
Gm2022	  -0.013722	  -0.012664	 -0.0086776	   -0.01484	  -0.010542	  -0.017859	-0.00080528	  0.0017044	  0.0008083	 0.00030011	     1.3762	 0.00012216
Hyal6	-0.0091542	-0.0090006	-0.0097778	 -0.008896	-0.0087351	-0.0094005	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Olfr206	 -0.014721	 -0.014391	 -0.013255	 -0.017231	 -0.013816	 -0.013935	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Olfr461	 -0.013722	 -0.012664	-0.0086776	  -0.01484	 -0.010542	 -0.017859	-0.0033919	 0.0072271	 0.0035925	 0.0013377	     1.394	0.00056186
Olfr1015	 -0.023133	 -0.022075	 -0.020958	 -0.021383	 -0.019953	 -0.025764	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Olfr1201	 -0.023133	 -0.022075	 -0.018089	 -0.024252	 -0.019953	 -0.025764	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Inhbe	   0.03593	 -0.013138	 -0.013049	 -0.013054	  -0.01298	 -0.013407	 -0.003648	 0.0077794	 0.0038888	 0.0014486	    1.3693	0.00061079
Gabrg1	          0	          0	          0	          0	          0	          0	-0.00093436	  0.0019781	   0.057259	 0.00034907	     1.3977	 0.00014228
Gfral	          0	          0	          0	          0	          0	          0	-0.00043365	 0.00091715	   0.051572	  0.0001605	     1.4461	  6.509e-05
Kcnv1	 0.0061457	 0.0069202	 0.0077147	 0.0068628	 0.0074292	 0.0069994	-0.0008365	 0.0017706	  0.051203	0.00031193	    1.4236	0.00012701
Mir5622	  0.011607	 0.0092069	    0.0027	 -0.045437	 -0.045045	   -0.0451	-0.0031687	 0.0067467	 0.0033379	 0.0012426	    1.4145	0.00052021
Csn1s1	 -0.0036884	 -0.0026214	 -0.0072846	 -0.0047998	-0.00049784	-0.00093918	  -0.061078	  0.0017742	 0.00084185	 0.00031258	     1.3745	  -0.038687
Dux	         0	         0	         0	         0	         0	         0	  0.057434	 0.0010307	 0.0004864	 -0.072602	    1.4814	7.3255e-05
Slc13a2os	  -0.019723	  -0.011972	 -0.0079853	  -0.014148	 -0.0098493	  -0.010291	-0.00044522	 0.00094165	 0.00044407	  -0.066455	     1.4862	 6.6849e-05
Gm20744	         0	         0	         0	         0	         0	         0	 -0.060228	 0.0017493	 0.0008299	 -0.042508	    1.4885	0.00012546
