	Hh_v_GF_CD11b-CD103-	Hh_v_GF_CD11b-CD103+	Hh_v_GF_CD11b+CD103-	Hh_v_GF_CD11b+CD103+	Hh_v_GF_Monocyte	Hh_v_GF_Macrophage	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage	SFB_v_GF_CCR6-ILC3	SFB_v_GF_CCR6+ILC3	SFB_v_GF_SCA+CCR6+ILC3	DKO_v_JAX_3day_CCR6-ILC3	DKO_v_JAX_3day_CCR6+ILC3	DKO_v_JAX_eday_SCA+CCR6+ILC3
Stam2	  0.087792	 -0.018728	   0.22494	   0.11341	  -0.06605	  0.073611	   0.32933	-0.0012552	  0.040837	 -0.019658	   0.30643	   0.35776	   0.32352	   0.66933	   0.16075	 -0.061282	  -0.54041	  0.027516
Pcbp2	 -0.10721	  0.28865	   0.3014	  0.18569	   0.1511	  0.24405	 0.070328	  0.19074	  0.02682	  0.17905	  0.17907	  0.41147	  0.15384	  0.80584	-0.031986	 -0.13483	 -0.60742	 0.061108
Sf1	-0.0060739	    0.3156	   0.15857	   0.20575	  0.032839	-0.0065845	   0.20629	   0.20407	   0.19873	   0.21777	   0.29423	   0.41231	   0.12339	   0.89433	  0.032207	 -0.014322	  -0.72785	   -0.1001
Sec61g	   0.085707	     0.1688	   -0.11527	    0.28101	    0.19495	-0.00067385	    0.19939	 -0.0097313	   0.039648	    0.18191	    0.10135	    0.57277	    -0.1927	    0.62703	  -0.094866	    0.14431	   -0.48787	    0.20062
Dad1	 0.079228	  0.49927	 0.066483	-0.068258	 0.031305	  0.28454	-0.023496	 0.024845	  0.40751	  0.15451	  0.15362	  0.26864	   0.3034	  0.65844	 -0.08758	0.0022106	 -0.21824	-0.037044
Rhoa	  0.20477	 0.072089	-0.045855	 0.017097	 -0.12625	  0.28116	  0.14541	  0.13827	  0.18553	 0.064436	 0.072911	-0.049043	 0.087031	  0.82058	 -0.17423	-0.079517	 -0.25621	 0.049209
Tmbim6	  0.19519	  0.32531	-0.059707	  0.08152	-0.098897	  0.32352	-0.056613	  0.15397	 0.086259	    0.145	 0.024226	-0.015968	  0.24785	  0.62315	 -0.19898	  0.02155	 -0.29787	 0.025222
R3hdm2	   0.26243	   0.24623	  -0.07572	  0.056976	    0.2237	   0.22142	   0.15294	   0.16376	   0.36219	   0.04816	   0.34242	   0.17083	-0.0034252	   0.79491	   0.17722	 -0.041383	 -0.041965	   0.16001
Sec61a1	 0.050798	  0.29038	-0.075226	 0.098549	 0.059505	  0.12285	 0.056337	  0.29378	  0.27762	 0.084863	  0.16268	 0.036345	-0.062548	  0.87535	 0.034049	  0.18651	 -0.20911	  0.13324
Lonp2	   0.41095	   0.25747	  0.017905	-0.0033187	    0.2262	   0.12788	   0.32282	   0.10407	   0.13039	 -0.014968	   0.19349	   0.22732	   -0.1553	   0.99724	 -0.056869	    0.2396	  -0.51196	  0.030076
Lta4h	   0.28149	   0.10216	-0.0094401	0.00035696	   0.22716	   0.25836	 -0.091328	  -0.12649	  0.088582	  0.038777	  0.051937	   0.08448	  -0.17938	   0.73007	-0.0096889	  0.015245	  -0.34503	  -0.16928
Aurkaip1	-0.045826	  0.15021	  0.20885	  0.10484	 0.040983	  0.41187	 -0.14668	 0.044328	 0.054677	  0.11102	 0.051224	-0.030373	  0.23722	  0.65861	  0.28275	-0.059589	 -0.60431	 0.084615
Ostf1	  0.21686	-0.060583	-0.010106	 -0.20304	 0.052585	  0.24259	 0.054791	 0.056898	  0.12107	  0.13241	 -0.14705	 0.080804	  0.30842	  0.66256	  0.47576	 -0.13974	 -0.63349	-0.092399
Shisa5	   0.049608	    0.18614	  -0.012558	  -0.067669	   -0.17639	    0.30425	   0.033176	-0.00079972	    0.18636	   0.043462	   0.006034	    0.10339	   0.051223	    0.86888	    0.45102	  0.0025604	   -0.43423	    -0.1861
Trib1	 -0.16244	  0.31263	-0.011694	  0.19068	 0.077582	  0.28434	-0.034574	  0.17836	  0.30646	  0.23114	 0.097405	  0.27123	-0.051131	  0.65558	  0.42825	 -0.25237	 -0.46173	 -0.25533
Ewsr1	 -0.016997	  0.051761	  -0.10666	  -0.30773	  -0.35074	  -0.11683	0.00031928	   0.13233	  0.098452	   0.25343	   0.24876	   0.21586	   0.37249	   0.45435	    0.3749	  -0.11246	  -0.64134	   0.10001
Ppp6r3	  -0.14036	  0.016603	   0.15786	  0.085259	  -0.35999	  -0.08887	   0.20229	   0.28917	   0.10338	   0.22237	  0.086695	   0.15816	   0.17218	   0.38343	   0.26424	  -0.16096	  -0.60437	-0.0065127
Srrm1	  0.13126	   0.2246	  0.13398	0.0050287	 -0.16292	  -0.1555	  0.14447	  0.19711	  0.22669	  0.38664	  0.20327	  0.29727	  0.46188	  0.50563	  0.23882	-0.074879	 -0.62218	-0.062852
Pabpn1	  -0.19813	   0.30565	   0.28876	  0.088816	 -0.069831	  -0.10605	  0.026837	   0.31275	  0.055689	  0.091609	  0.079139	  -0.00414	   0.32649	   0.59708	   0.39736	   0.17263	  -0.75095	-0.0038454
Ppp1r15b	 0.099184	  0.19727	-0.015692	 0.062856	 -0.17415	-0.037933	   0.1085	  0.16632	-0.032192	 0.029923	 0.065215	 0.050998	  0.50276	  0.62846	  0.22718	 0.068796	 -0.40978	-0.081666
Sp3	 -0.14456	-0.028659	 0.038339	-0.045867	 -0.17145	-0.064403	 0.021981	 0.057062	  0.24003	 -0.31157	-0.075506	  0.24557	  0.41213	  0.63557	  0.56602	  0.11242	 -0.37201	 0.083261
Pfkp	 -0.032675	 -0.046035	  -0.33822	 -0.094021	  -0.18689	   -0.0147	   -0.1664	   0.13594	   0.26292	 0.0011652	   0.22905	   0.72715	     0.143	   0.55276	   0.11019	-0.0064413	  -0.62593	  -0.10456
Zzz3	  0.055809	 -0.013209	  -0.24616	 -0.018547	   0.15086	  -0.26807	   0.19377	   0.47535	  0.086343	   0.06855	   0.21468	   0.41299	 -0.082625	   0.49836	   0.29785	   -0.1461	  -0.56529	-0.0012958
Ahctf1	  -0.084761	   -0.17056	-0.00012145	   -0.32792	     -0.347	   -0.34027	    0.28927	   0.034562	    0.28373	    0.12855	    0.12053	    0.02226	 -0.0054033	    0.62724	  -0.033899	 -0.0035147	   0.019901	  -0.077831
Tor1aip2	-0.0037008	  -0.23652	 -0.015532	  -0.26912	  -0.22607	  -0.21494	     0.406	   0.23413	   0.25829	   0.32609	   0.33971	    0.1699	  0.053464	   0.57712	  0.013636	  0.091681	   0.02597	    0.1158
Gnai3	  0.096007	 -0.057139	  0.063751	  -0.45744	  -0.42408	 -0.065692	   0.35618	   0.11838	   0.38637	   0.17755	  0.093246	   0.28984	   0.11681	   0.58502	  0.054181	 -0.025277	  -0.21535	-0.0034162
Mcl1	  0.04312	 0.064059	  -0.1572	 -0.34266	 -0.52589	 -0.20249	  0.42445	   0.1579	  0.28705	  0.19195	  0.25137	 0.062619	 -0.17706	  0.52136	 0.037668	-0.076419	 -0.36135	-0.087011
Tcea1	 -0.16622	-0.068764	 -0.18098	 -0.23756	  -0.3769	 -0.11859	  0.25151	  0.16807	  0.52812	  0.19013	  0.18958	  0.06783	-0.070857	  0.47912	 -0.15495	 -0.19681	  -0.1383	-0.059116
Rnf139	 -0.24375	 -0.33165	-0.022708	 -0.17105	  -0.4054	 0.090075	  0.35766	  0.22155	  0.20491	  0.27583	  0.33336	  0.31153	 0.087173	  0.79525	  -0.0822	-0.043027	 -0.23228	 -0.19066
Eif2s1	   -0.31625	    -0.1906	   -0.11626	   -0.39407	   -0.54295	   -0.38627	    0.20925	    0.12883	    0.22212	    0.43822	-0.00047937	    0.16355	    0.22292	    0.68144	    0.22764	    0.09627	   0.041224	   0.085746
Pum2	-0.14892	-0.17155	 0.10247	-0.18333	-0.43397	-0.27724	 0.43317	 0.28986	 0.12681	 0.12894	 0.28599	 0.24962	0.067314	 0.52219	 0.38852	0.050179	-0.19481	 0.20034
March6	   0.075112	    0.11435	     -0.417	   -0.42996	   -0.40084	   -0.10385	    0.31232	    0.13102	    0.13708	    0.33738	    0.31964	    0.21856	   0.042514	    0.96879	  -0.032707	-0.00026803	    0.11019	  -0.077929
Rps6kb1	-0.028469	 -0.23603	 -0.13701	 -0.59062	 -0.20599	 -0.23196	  0.17617	 0.085649	  0.23616	  0.37759	  0.19404	  0.20443	  -0.1437	  0.93921	-0.093047	0.0024002	 0.043676	-0.020469
Cnot4	   0.14542	-0.0095781	  -0.30162	  -0.28275	  -0.27104	 -0.051363	   0.37845	   0.15685	   0.33175	   0.33582	   -0.1636	  -0.14272	   0.13911	   0.74884	   0.21154	 -0.053087	  -0.37026	  -0.11126
Rab21	  0.32936	-0.077785	  -0.1275	 -0.12706	   -0.499	  -0.2257	  0.27433	-0.072525	  0.29109	  0.17161	 0.037097	-0.022435	  0.05176	  0.77249	 -0.15032	-0.073674	 -0.40569	 0.034992
Copb2	-0.024763	 -0.21714	 -0.45842	 -0.34946	 -0.25778	 -0.20361	  0.14607	  0.24334	   0.3945	  0.20874	 0.061581	  0.20058	  0.11105	  0.23414	 0.083443	 0.013309	 0.063364	-0.038604
Pigm	 -0.096107	-0.0070457	   -0.2441	  -0.42219	  -0.61309	  -0.26935	   0.27378	   0.30078	   0.49849	   0.26243	   0.11445	    0.2961	  0.017695	   0.27613	  0.096633	  0.020561	   0.24172	  0.070447
Eif2a	 -0.054972	  -0.10788	  -0.41014	  -0.34713	  -0.48155	-0.0030879	   0.13978	   0.30967	   0.66644	   0.40285	   0.25526	   0.49144	  0.048325	   0.50403	 -0.038105	  -0.34956	  0.054788	    -0.179
Gspt1	 -0.43962	-0.049044	 -0.15769	-0.088103	 -0.48758	  -0.1667	  0.36382	  0.38712	  0.38212	  0.36799	  0.17812	  0.51397	 -0.10618	  0.53532	  -0.0125	 -0.25695	 -0.15133	-0.035122
Rev3l	  -0.28312	  -0.39278	 -0.084542	  -0.38063	  -0.47866	  -0.34062	    0.3731	   0.20258	   0.60886	   0.21114	   0.22995	   0.57508	-0.0084544	   0.31851	  0.038365	  -0.10171	  -0.26863	  -0.10337
Usp14	 -0.10502	 -0.17435	 -0.30826	 -0.81588	 -0.22025	0.0093313	  0.18803	  0.13885	  0.33299	   0.1495	  0.51669	  0.27923	  0.19164	   0.6937	  0.20902	 -0.31388	-0.022003	  0.10848
Arfgef1	 0.062614	  0.12762	  0.24554	 -0.20597	 -0.23586	 -0.21711	  0.44548	  0.16703	  0.42394	   0.2765	    0.417	  0.31099	-0.021426	  0.25745	  0.11678	-0.090467	-0.016564	  0.14173
Cab39	  0.12408	 -0.10098	  0.23069	-0.058337	 -0.27077	 -0.12092	   0.4795	  0.13809	  0.26972	  0.27724	  0.36768	  0.18444	  -0.1116	  0.45357	 -0.22672	-0.018689	  0.43973	-0.057508
Cltc	  0.15392	-0.026159	  0.19074	  0.03852	 -0.06969	-0.013675	  0.37607	  0.24926	  0.32695	  0.33393	  0.23606	  0.22756	-0.064516	  0.37234	  0.05901	-0.018894	  0.21682	-0.084798
Sec63	 0.25779	 0.16862	0.034975	-0.14366	-0.29791	-0.13563	 0.27075	 0.49964	 0.47693	 0.20529	 0.53615	 0.35588	-0.03003	 0.52947	0.044418	-0.16692	 0.36957	0.013721
Ski	  0.15643	  0.15949	 -0.19168	 -0.26511	  -0.2994	  0.03214	  0.43146	  0.32313	  0.27991	  0.17363	  0.23318	  0.42244	  0.12734	  0.63473	 -0.21179	 0.034748	-0.033289	  0.12253
Ssr1	  0.12635	  0.10416	 -0.11634	-0.094347	  -0.2716	-0.082489	  0.48089	  0.42785	  0.22278	  0.45668	   0.4171	  0.58821	  0.13406	  0.21337	-0.084294	-0.015966	  0.21895	  0.22873
Brwd1	  0.23971	-0.064824	 -0.15189	 -0.18214	 -0.41281	 -0.18365	  0.12908	  0.30878	  0.26524	  0.23157	  0.52787	  0.20386	 -0.10676	  0.40531	 -0.23542	  0.10642	 0.088902	 0.052845
Zbtb44	0.0082234	  0.16895	 0.020064	-0.053659	 -0.41311	 -0.22453	  0.32438	  0.36207	  0.10185	  0.17294	  0.56213	 0.087561	 -0.29116	  0.13128	 -0.41962	-0.026313	  0.19135	 -0.14391
Zfp654	   0.20542	   0.10951	  0.097722	  -0.13142	-0.0010874	  -0.28257	   0.44826	    0.3171	   0.39568	    0.2557	 -0.076952	    0.2524	  0.034229	   0.48881	  -0.20515	   0.12229	  0.047741	  -0.38795
G3bp2	-0.060135	-0.083188	  0.12872	  0.10138	  -0.5428	  -0.1151	  0.28241	  0.52817	  0.33005	  0.38947	  0.21007	  0.04392	  0.23541	  0.56372	 -0.21217	 0.059604	0.0079169	 -0.12068
Tmx4	  -0.1004	 -0.11228	-0.044373	 -0.12495	 -0.58063	 -0.24417	  0.34834	  0.24085	   0.3048	  0.22064	-0.013424	-0.063588	  0.17467	  0.39627	   -0.269	 0.005294	  0.62843	 -0.15716
U2surp	-0.069282	-0.009317	  0.17877	 -0.37516	 -0.68712	 -0.14399	  0.37551	  0.16044	  0.37778	  0.28898	 0.045856	  0.28784	-0.088592	  0.40838	 -0.21779	-0.044637	  0.23932	 -0.17453
B2m	 0.36459	 0.13265	 0.10533	-0.34194	-0.16043	 0.26124	 0.42711	 0.38669	 0.39685	 0.41865	0.011251	  0.1913	  0.3152	 0.58452	0.044406	0.069254	-0.24682	 0.03653
Hnrnpc	 0.029195	 0.092554	-0.085512	 -0.23877	 -0.14126	 0.067197	   0.2083	  0.17758	  0.41872	  0.18499	 0.060481	  0.51159	  0.29748	  0.41033	 -0.08371	 -0.12611	 -0.16173	 -0.14432
Tma7	 -0.050092	  0.047772	   -0.1304	  -0.55598	  -0.23238	   0.32393	   0.32673	  0.094772	   0.38787	   0.37025	-0.0043011	   0.27603	   0.42883	   0.31028	 -0.056723	  -0.12005	 -0.045448	 0.0062432
Dnaja2	   0.24924	   0.11887	 -0.058399	  -0.16291	  -0.28004	 0.0013489	   0.47263	   0.28046	   0.40463	   0.30571	   0.23566	   0.33697	   0.27545	   0.34602	-0.0060432	  -0.17827	   0.16002	  -0.38349
Mapre1	  0.17701	  0.17469	-0.082164	 0.081423	 -0.14965	 0.099811	  0.25342	   0.3102	  0.29224	  0.21442	   0.1808	  0.30588	  0.52973	  0.31363	  0.26856	  -0.1901	-0.045294	 -0.29495
Sec22b	 0.099186	 -0.18883	 -0.17454	-0.094492	 -0.23805	  0.25135	  0.20301	  0.33688	  0.09042	  0.11452	 0.069392	  0.18553	  0.32681	  0.36076	  0.33629	 -0.15856	 -0.20873	0.0058328
Slmo2	  0.45421	 -0.09326	 -0.32761	 -0.25123	 -0.23385	 0.067486	  0.37947	  0.41718	  0.38393	  0.32601	 0.079134	  0.44739	  0.31842	  0.91415	 -0.32569	-0.059593	 -0.20475	 -0.18142
Tmbim4	  0.18819	 -0.22892	  0.14847	  -0.2153	-0.049494	  0.26489	  0.26132	  0.30454	  0.33998	  0.41329	-0.047651	  0.16665	  0.30921	  0.80214	 -0.22637	-0.031325	 -0.25021	 -0.43929
Cdc27	 0.047576	 -0.16537	 0.042699	 -0.52822	 -0.15745	 -0.32539	  0.62658	 0.076529	  0.44473	  0.46541	  0.39339	  0.42138	   0.2108	  0.40817	-0.027971	 -0.17595	 -0.21915	  0.10053
Etf1	  0.17303	  0.09532	  0.16867	  -0.1357	 -0.21614	-0.022048	  0.38075	  0.28792	  0.38598	  0.46469	  0.36687	   0.3557	  0.17967	    0.776	  0.14099	 -0.21041	 0.099985	-0.075441
Tax1bp1	   0.30008	   0.07857	  0.037993	  -0.21308	 -0.060758	-0.0044926	   0.31962	    0.1816	   0.56644	   0.42935	   0.27511	   0.45882	  0.080533	   0.68396	  0.089972	 -0.094225	  0.092514	  -0.18529
Tank	  0.30998	  0.19639	 0.074645	 -0.35032	-0.051079	 0.080615	  0.51586	  0.24117	  0.28041	  0.45054	  0.32309	   0.4956	 0.084947	  0.77965	  0.28382	 0.090577	   0.1526	 -0.18181
Rlim	  0.11489	 0.067997	  0.20529	 -0.28491	 -0.30612	 -0.19256	  0.58954	  0.21183	  0.54208	  0.42173	  0.52593	  0.67895	0.0017583	  0.59334	  0.18276	-0.038279	 -0.38428	-0.080819
Top1	  0.13368	  0.23624	-0.033132	 -0.30466	-0.088138	 -0.22015	  0.36678	   0.3376	   0.5269	  0.53245	  0.49397	  0.59222	-0.056218	   0.6236	 0.035102	  0.09605	 -0.18492	 -0.25879
Uba6	  0.068546	-0.0093839	   0.12695	  -0.15932	  -0.14086	  -0.27247	   0.45508	 -0.058546	   0.57813	   0.41038	   0.13378	   0.57471	  -0.15896	   0.52408	   0.11014	 -0.012173	    -0.145	  -0.16214
Elovl5	  0.49155	  0.19673	 0.043366	-0.074535	  -0.1778	  0.08684	  0.30329	 0.051771	  0.29494	  0.32433	  0.19279	  0.51435	  0.44751	  0.56097	 0.050597	 -0.15155	 -0.47539	 -0.25749
Ythdc1	   0.3664	 -0.06939	-0.030423	 -0.22017	 -0.48887	 -0.12623	  0.30146	 0.030212	  0.48671	  0.15321	  0.29391	  0.54672	  0.35803	  0.59554	  0.13095	0.0099936	 -0.50616	 -0.11586
Mark3	  0.23834	 0.076706	-0.039629	  0.11597	 -0.22837	 -0.16585	  0.18122	  0.39604	   0.2826	  0.51203	  0.10965	  0.42333	  0.14548	  0.76474	 0.028148	-0.026031	 -0.61018	 -0.04984
Nap1l1	 0.011805	 0.039568	  0.13062	-0.012297	 -0.31351	 -0.13384	  0.33892	  0.24227	  0.44752	  0.27342	  0.24179	   0.4762	   0.1008	  0.61529	-0.026188	  -0.1674	 -0.15637	 -0.19794
Ncl	 0.071037	 0.082951	-0.014646	  0.24379	 -0.15066	 -0.00299	  0.41806	  0.23748	   0.6349	  0.40191	  0.35638	  0.43987	  0.25826	  0.62284	 0.074792	 -0.13927	 -0.40923	 -0.31577
Ubr5	  0.39111	0.0024957	-0.025627	 -0.13513	 -0.16246	-0.098297	  0.25191	  0.23378	  0.33769	  0.36193	  0.51781	  0.34686	  0.17668	  0.69247	  0.24959	-0.041595	 -0.52894	 0.067164
Wac	-0.031229	  0.03184	 0.078816	-0.078348	 -0.07707	-0.083272	  0.26142	  0.13849	  0.66757	  0.36806	  0.44357	   0.3866	  0.20121	  0.84772	  0.25691	-0.033294	 -0.43388	 0.006285
Ywhaz	   0.13035	-0.0032675	  0.016052	  0.090689	  -0.32183	 -0.050455	   0.39272	   0.31972	   0.60796	   0.30149	   0.19921	   0.51015	   0.33609	   0.62416	   0.44285	  0.015356	  -0.60336	   0.26248
Epm2aip1	 0.10331	-0.09218	0.097017	-0.33557	-0.36787	0.093526	 0.61434	 0.39831	 0.93181	  0.2329	 0.28213	 0.56545	 0.21595	 0.51083	 0.55967	0.070585	-0.18687	0.062446
Hnrnpdl	 0.029803	 -0.05439	 0.069762	  -0.2556	 -0.43296	 -0.15229	  0.37698	  0.39544	  0.68621	  0.34979	  0.15221	  0.40407	  0.39239	   1.0887	   0.5717	-0.091325	 -0.17482	 0.081066
Pcf11	  0.14276	-0.098953	   -0.018	 -0.21967	 -0.16692	 -0.23389	  0.43273	  0.21272	  0.48607	  0.26422	  0.30699	  0.44517	   0.3517	  0.87094	   0.5281	  0.01557	 -0.13127	-0.049947
Fnip1	  0.10226	-0.024172	 0.084128	 -0.71275	 -0.30273	 -0.29947	  0.43005	  0.39615	  0.29229	  0.37759	  0.46443	  0.53351	 0.068014	  0.68117	  0.19801	  0.11759	 -0.14808	 -0.22353
Skil	 0.085642	-0.045905	 -0.24671	 -0.50873	 -0.72474	 -0.23851	  0.37193	  0.28816	  0.49365	  0.33489	  0.40954	  0.42744	  0.36248	  0.65526	  0.36605	 0.034137	 -0.38338	-0.058088
Baz1a	   0.11659	-0.0028675	  -0.12477	  -0.28082	  -0.26773	  -0.10275	 -0.075342	   -0.3206	   0.34839	   0.23862	  0.063864	   0.21264	   0.43214	   0.30247	   0.42625	 -0.023102	  0.071125	 -0.033586
Eri1	 0.070835	  0.15973	 -0.15431	 -0.29979	 -0.43167	 0.027012	  0.21312	 -0.28507	  0.28216	-0.026074	  0.44155	   0.3606	  0.12032	  0.43479	  0.26059	-0.078251	 0.059157	 0.031363
Fam129a	  0.23865	 -0.14839	 0.060231	 -0.51654	 -0.22554	  0.20954	  0.14559	 0.032592	    0.408	 0.064088	  0.26984	  0.60403	  0.51792	  0.64938	  0.35895	 0.053982	-0.094366	 0.099459
Tra2b	0.031966	 0.10224	 0.03519	 -0.4096	-0.24283	-0.27047	 0.20382	 0.21685	 0.28929	 0.19484	 0.20571	 0.53781	  0.6006	 0.39386	 0.67748	 0.13251	 0.18546	 0.10309
Mdn1	  0.093019	  0.011221	  -0.27834	   -0.1768	  -0.56886	  -0.33035	   -0.1128	   0.23018	   0.34953	   0.29537	   0.57068	   0.52585	-0.0047332	   0.40358	   0.19721	   0.15946	  -0.14976	 -0.083268
Zfc3h1	  0.18923	 -0.17793	-0.034562	 -0.38461	  -0.4487	 -0.42324	 0.094539	  0.27215	  0.21268	  0.25537	  0.56801	  0.39584	 0.077673	  0.22996	  0.14979	 0.048211	 -0.46011	   0.1347
Zfp326	 -0.15528	  -0.1186	 -0.16648	 -0.19126	 -0.53064	 -0.46699	 -0.18971	  0.31916	   0.2718	  0.19285	  0.40898	  0.22788	  0.14962	  0.19362	  0.60003	-0.077757	-0.097633	 0.096879
Hspa5	  0.44384	   0.4817	 -0.14041	 0.082543	 -0.37981	   -0.405	 0.076626	-0.077208	  0.42823	 0.085584	-0.074561	-0.018962	  0.33204	  0.37752	 0.090094	0.0078089	-0.076973	 -0.10128
Asf1a	  0.091676	    0.2241	   0.34188	-0.0056088	  0.058346	  -0.11885	   0.23194	   0.34468	 -0.087505	   0.48608	   0.21706	    0.4011	   0.11426	    1.2517	  -0.18268	 0.0030757	 -0.010935	  -0.21129
Ddx21	 -0.18143	  0.22199	-0.041441	  0.13355	 -0.33003	-0.019393	  0.26973	 0.063513	  0.14187	  0.35218	  0.35814	  0.32396	 -0.09575	   1.1941	 -0.24912	 0.058286	 -0.53492	-0.051297
Rnf4	  0.025756	   0.16151	  0.079349	   0.15071	  -0.32699	   0.12034	   0.33198	   0.11718	  0.061813	   0.20506	   0.17365	   0.30461	   0.15972	    1.2711	  -0.24278	  0.055745	 -0.094591	-0.0052473
Ptma	-0.075613	  0.15391	   0.1315	   0.4044	 -0.16891	  0.13484	  0.23083	  0.23309	  0.26984	  0.18115	 0.025651	  0.38885	  0.24853	  0.90922	 -0.16733	-0.025613	  -0.2551	 -0.24394
Tiprl	   0.3131	  0.14653	  0.11299	  0.45927	  -0.3838	 0.010926	  0.52266	   0.2873	  0.37151	  0.39589	  0.19352	  0.13922	  0.18177	   1.0766	 -0.22311	 -0.06452	-0.035728	 -0.11939
Brap	  0.19317	  0.22964	 -0.18137	  0.14274	 0.054971	 0.039475	-0.051595	  0.36885	 0.013645	 0.060296	 0.084119	-0.033061	  0.23185	   1.1767	 -0.23967	  0.13559	 -0.40335	 -0.06426
Ctdsp1	 -0.10134	   0.1945	  -0.1139	  0.35642	  0.32805	 0.060701	 0.060073	  0.34705	  0.12601	 0.056634	  0.16842	  -0.1265	 -0.22417	   1.5199	 -0.10256	 0.069381	 -0.30587	-0.022181
Rpn2	 -0.01328	 0.030033	  0.05307	  0.10058	 -0.10212	  0.08686	 -0.15998	 0.073689	  0.11561	  0.11357	 -0.21819	 0.057911	 -0.13048	   1.5427	-0.096698	-0.090297	 -0.31704	-0.056337
Uqcrc2	   -0.13842	   -0.10217	   0.081635	    0.23643	-0.00067536	    0.25596	  -0.059269	  -0.026872	   0.059032	    0.10029	  -0.048149	    0.11824	   0.061252	     1.5383	   -0.31762	    0.18687	   -0.28674	  -0.017997
Vprbp	  0.30915	 0.067597	-0.017959	  0.20251	 -0.12799	 -0.47605	  0.35692	  0.12179	-0.048325	 0.027718	 -0.15253	  0.21996	  -0.3104	   1.3544	-0.051606	 -0.18297	-0.030417	 0.065213
Dnajc2	-0.047629	-0.056999	 -0.27015	 -0.13394	 -0.34202	  0.11549	  0.18879	 0.023377	  0.46927	  0.13766	-0.052782	  0.13097	  0.10564	   1.3435	 -0.12099	 -0.24996	-0.093865	-0.090663
Ubxn2a	  0.15154	-0.021845	-0.075467	 -0.20598	 -0.76874	 -0.36947	0.0071105	 -0.11734	 0.018243	 0.038745	 -0.16806	  0.24673	 0.082319	    1.324	 -0.15649	 -0.18537	 -0.13191	 0.070097
Mtmr1	 0.068332	-0.052595	 0.061321	 -0.13931	 -0.50564	  0.20381	  0.31593	  0.11179	 -0.18121	-0.014411	 0.091085	  0.29101	-0.055662	   1.1064	 -0.10068	  0.28792	 -0.45686	 -0.15222
Tuba1a	  0.16567	 -0.42921	 -0.26973	 0.046127	  -0.3611	  0.16191	  0.20284	 -0.15965	0.0076679	 -0.15245	  0.39079	  0.42593	 -0.17457	   1.0821	  0.10442	-0.014836	 -0.31146	 -0.16448
Pik3ca	 -0.20947	 -0.32752	  0.20814	-0.021913	 -0.41113	 -0.10377	  0.33473	 -0.14841	 -0.13631	  0.01602	   0.1895	  0.10751	-0.061295	  0.90141	 -0.19828	 -0.17626	 -0.30271	 0.077715
Zc3h14	  -0.34512	  -0.15888	 -0.040108	  0.042296	  -0.40864	  -0.11289	  -0.11195	 -0.079298	   0.22998	   0.07092	   0.13801	   0.12047	-0.0097318	    0.9777	  -0.16119	 -0.026288	  -0.14372	  -0.15097
Gars	  -0.19618	 -0.067369	 -0.045743	-0.0057902	 -0.097307	  -0.25702	  -0.20014	 -0.056609	   0.28521	  -0.11522	 -0.074199	   0.07848	   0.52569	    1.0542	  -0.38605	  -0.22294	  -0.15827	  0.076795
Mta2	   -0.1879	-0.0095948	 -0.052334	  0.094892	  0.030605	  0.037384	  -0.16685	  0.010996	   0.49965	  -0.04659	  0.028805	  0.049031	   0.38588	   0.86328	  -0.06439	  -0.25043	  -0.33589	   -0.1138
Actr10	  0.038559	   -0.1346	  -0.26589	   0.26492	  -0.19502	  -0.24905	    0.4598	   0.49312	  0.069382	   0.22396	-0.0043867	   0.01699	   0.18635	   0.80855	   0.27448	  -0.13659	  -0.46082	  0.033193
Fndc3a	 -0.13852	 -0.18357	 0.042957	-0.071719	 -0.29519	 -0.37049	  0.45894	  0.25126	  0.29497	   0.2571	  0.17352	 0.070237	  0.23501	  0.90712	  0.64511	 -0.13043	 -0.66168	 0.027363
Eif5	-0.061048	 0.040905	 -0.03876	 -0.39865	 -0.25428	 -0.35285	  0.23666	  0.23076	  0.39485	  0.29152	  0.19134	  0.34957	  0.43962	  0.53829	  0.38772	 -0.05182	 -0.38204	 -0.15995
Gtpbp4	  0.23403	 -0.13495	 -0.15512	 -0.59667	 -0.12388	 -0.27813	  0.14171	-0.026587	  0.31012	  0.27257	  0.05358	  0.25382	  0.40041	  0.74182	  0.37389	 -0.14193	 -0.41159	 -0.37193
Rbpj	  -0.26011	  -0.18395	  -0.24247	    -0.387	  -0.26838	  -0.32619	  0.016593	   0.10039	   0.30866	    0.1396	 -0.047499	-0.0080785	   0.72149	   0.78507	   0.39552	  -0.04846	  -0.40985	 -0.084085
Krr1	-0.037598	  0.24873	-0.051017	-0.095225	 0.083536	 -0.70913	  0.21648	  0.18136	 0.060176	  0.24684	 -0.32479	  0.36768	  0.41625	  0.94825	  0.82424	 0.026424	 -0.19889	-0.066167
Camsap2	0.0029281	 0.073305	 -0.30686	-0.034559	 -0.19454	-0.044941	  0.57646	   0.4838	  0.19363	  0.29542	  0.22045	0.0034004	  0.59871	  0.35162	   0.6352	  0.28961	 0.013378	  0.14578
