	SFB_v_GF_CD11b-CD103-	SFB_v_GF_CD11b-CD103+	SFB_v_GF_CD11b+CD103-	SFB_v_GF_CD11b+CD103+	SFB_v_GF_Monocyte	SFB_v_GF_Macrophage
Gzmc	0.55898	 1.5242	0.31352	 1.0596	 1.3255	 1.3702
Prdm8	0.39756	 1.2471	0.34419	 1.1599	  1.993	 1.1017
Apol8	0.33016	0.68591	 1.4823	  1.291	 1.4375	0.98486
Gldc	0.54662	0.69137	 1.2835	 1.4371	 1.4335	 0.8706
Sptssb	0.77034	0.75702	 1.1478	 1.4511	 1.6115	0.78194
Glis1	0.76902	0.77156	0.96325	 1.3652	 1.4432	 1.1891
Xcr1	0.48825	0.68116	0.95734	 1.3603	 1.2663	 1.0287
Nap1l3	0.65367	 0.4478	 0.9633	 1.4958	 1.8696	0.89652
Nmnat3	 0.6376	0.26962	0.93578	 1.1799	 2.1577	0.66796
Pmel	0.91298	0.63777	  1.208	 1.1797	 1.9443	 1.0128
Tldc2	0.64133	0.33307	 1.4447	 1.0206	 2.1047	  1.335
Etnk2	0.61627	 1.4823	 1.3888	 1.5538	 1.6444	0.76096
Car12	0.95184	0.25056	0.23847	 1.3214	 1.9356	0.54794
Mpo	 1.1606	0.16764	0.51948	  1.371	 2.3042	0.75783
Bcar3	 1.2465	 1.2279	 1.4651	  1.783	0.40886	0.87997
Lmod2	0.82249	 1.1315	 1.7716	 2.1221	 0.4707	 1.1944
Ctse	0.59543	  1.024	 1.2648	 2.2565	 0.9326	 1.3992
Edn1	0.65111	0.48669	 1.5669	 1.6954	0.76818	 1.5794
Akap6	0.83208	 1.4681	 1.6984	0.71972	 0.7955	0.68952
Pax8	0.82901	  1.317	 1.6231	  0.825	 1.0188	 0.7018
Mir574	 1.3007	 1.3383	  1.685	0.62521	 0.6362	0.63538
Slc6a9	 1.0016	0.89915	 2.0773	0.50454	0.88856	 0.2044
Tac4	 1.8439	 1.2153	 1.6838	 0.5201	0.53233	0.50606
Cadm3	 1.4038	 1.3115	 2.4603	0.93009	 1.0238	 1.1707
Ccnjl	1.3783	1.3148	2.4032	1.4259	1.4657	1.3695
Hnf1b	1.0831	1.1821	2.1947	1.2491	1.4134	1.6306
Hspb7	 1.175	1.2963	1.9882	1.3581	1.0466	1.8575
Cpe	  1.089	0.64418	 2.2493	0.83819	 1.6319	 1.6681
Chga	0.77655	0.92477	 1.9625	0.74622	0.75885	 1.3369
Sele	0.90524	0.57782	 2.0435	0.88875	 1.0087	 1.3936
Wnt3	 1.0131	0.85587	 1.9415	0.95018	 1.0875	 1.1191
Fjx1	0.82163	0.97798	  1.767	 1.3938	0.87879	 1.2706
Tspan12	0.95642	0.78302	 2.4718	 1.5524	0.74669	 1.3023
Igfbp6	0.60047	0.85922	 2.6188	 1.3534	 1.0811	0.54566
Mir496b	0.39129	 1.0066	 2.1034	 1.1974	 1.6797	 0.6951
Ak4	  1.122	 1.7164	0.65943	  1.968	 1.5103	 1.0178
Sgpp2	1.3848	1.6755	1.0776	1.9234	1.4436	 1.336
Clu	0.97299	 1.7079	0.76136	 1.9096	 1.4028	 1.7968
Hus1b	0.19813	 1.1328	0.22256	 1.9659	 1.5847	   1.27
A3galt2	0.72895	0.22979	 1.2033	0.44846	 0.7859	0.92225
Emid1	0.56068	0.33051	 1.2282	0.44398	0.79119	0.74011
Rab5a	0.80201	0.50381	 1.0647	 0.4234	0.86387	0.78163
Ednra	0.29982	0.31179	 1.2185	0.54085	0.65523	0.98365
Lrrc32	0.57363	0.35817	 1.1508	0.61393	0.88412	 1.0157
Pls1	0.38031	0.43954	 1.0645	0.57752	0.92108	0.96692
Efnb2	0.69229	0.50288	 1.3079	0.42567	0.66933	  1.097
Osbpl5	0.82965	0.59908	 1.2142	0.55789	0.66749	 1.1047
Mageh1	0.65876	0.59627	 1.2874	0.70346	0.52251	0.93361
Serpinc1	0.62691	0.58274	 1.4303	0.78548	 0.6425	 1.2297
Alox12	0.33653	0.48933	 1.2834	0.79628	0.72951	 0.6464
Ube2e3	0.54378	0.51742	 1.0761	0.91447	0.82283	0.81142
Spata13	0.49229	0.36972	 1.1503	 1.1723	0.83001	 1.1041
Agt	0.74587	0.75204	 1.0959	0.65541	 0.6123	 1.1159
Kpna1	0.74045	0.65433	 1.0068	0.79228	0.53276	  1.009
Nova2	0.61555	0.76606	 1.0532	 0.7499	0.62587	0.86401
Lipo1	0.87729	0.81155	 1.0114	0.90749	0.59153	0.84368
Rasgef1a	0.79534	0.68031	 1.0563	0.86019	0.68615	0.95158
Ube2d2a	0.88666	0.61877	 1.1733	0.83478	0.73201	0.86803
Uqcrb	0.79293	0.91046	 1.0213	0.56418	0.63991	0.78564
Atp11b	0.80302	0.41586	 1.0061	0.69508	0.68642	0.78061
Stx12	 0.7351	0.50054	 1.0557	0.66516	0.72828	0.67586
Ext1	0.61081	0.39429	  1.014	0.62648	0.61245	0.74539
Diap2	0.74899	0.60398	 1.0565	0.53654	0.59834	0.73167
Olfr172	0.73761	0.68472	 1.0147	0.62035	0.67533	0.57915
Dynlt3	0.69774	0.59734	 1.0541	0.80709	0.46136	0.67049
Vmac	0.68722	0.62258	 1.0634	0.78012	0.49787	0.72858
Mmd	0.91746	0.47557	  1.091	0.83023	0.45761	0.74012
Slc2a13	  1.033	0.60561	 1.0988	0.82854	0.58564	0.86994
Rgs20	 1.2041	0.52095	 1.2118	0.77518	0.66289	0.76319
Myo1d	 1.0261	0.73197	  1.242	 1.0236	0.44036	0.77503
Antxr2	 1.0029	0.79704	0.92548	0.83531	 0.4437	0.56264
Dsel	0.86899	0.83377	 1.0902	0.90149	0.22239	0.57251
Appl1	 0.8581	0.60724	 1.0317	0.72247	  0.164	0.76192
Purg	0.76153	0.70891	 1.1816	0.58991	0.17313	0.66849
Gm12942	  1.0388	 0.75802	 0.88429	 0.58403	0.049759	 0.86397
Haus3	 1.0951	0.86569	0.96982	0.57976	0.31449	0.69118
Fam71d	  0.739	0.76466	  1.166	0.38335	0.41349	0.37545
Zfp97	0.59502	0.94612	 1.0778	0.48415	0.51619	0.49477
Fbxw2	0.57903	0.73029	 1.1587	0.51718	0.36656	0.72259
Zfp119a	0.57607	 0.7565	 1.2563	0.35321	0.57696	0.74623
Cdh3	0.88414	0.47295	 1.0468	 0.4219	0.45982	0.54897
Zfp472	0.94612	0.42575	 1.0881	0.53023	0.50782	0.60464
Wfikkn2	0.80036	 0.5194	 1.0932	0.61518	0.51202	0.52265
Zfp738	 1.0312	0.43681	0.95358	0.37234	0.63893	0.52706
Usp35	0.85434	0.21415	  1.107	0.47905	0.75323	0.43307
Zfp119b	 0.98449	0.071178	  1.2418	 0.61624	 0.47594	 0.63847
Magee2	 1.1286	0.39947	 1.2387	0.33438	0.25963	0.56937
Bach2	  0.4276	  0.4114	  1.1388	 0.57374	0.076844	 0.58091
Ccdc154	0.58649	0.47118	 1.0155	0.59912	0.34556	0.76301
Zfp37	0.45127	0.45362	 1.1332	0.62172	 0.3222	0.74415
Stard6	0.48867	0.42731	 1.2739	0.59916	0.46729	0.84196
Fbln5	0.29503	0.26468	 1.2358	 0.6306	0.37801	0.73454
Krt10	0.60015	0.13554	 1.0649	0.67567	0.23496	0.48419
Nsmce2	0.63511	0.11479	  1.061	0.70029	0.44184	0.66942
Sparcl1	 0.7017	0.26489	 1.0365	0.71246	0.29506	0.67097
Fam83h	0.49964	0.44092	 1.1059	 1.0152	0.38952	0.85757
Tbx3	0.47942	0.62309	0.96961	 1.2294	0.32637	0.60026
Mir7117	0.37085	0.34834	 1.1415	0.96472	0.41197	 0.5224
Tceb1	0.50315	 0.5335	 1.0315	0.92582	0.47163	0.48331
Tll1	0.18156	0.38187	 1.0635	0.87105	 0.2836	0.39419
Glmn	 0.7891	0.41494	 1.2542	 1.1031	0.50465	0.39867
Gm11517	0.27189	0.48547	  1.028	0.43206	0.18908	 1.0125
Gnao1	0.32586	0.56414	0.81461	0.61644	0.13029	 1.0175
Lmo4	0.43525	0.74139	0.96676	0.72712	0.32315	 1.0476
Rrs1	0.011448	 0.41463	  1.0543	 0.64993	 0.11604	 0.68896
F2r	 1.0687	0.81625	 1.1198	0.82927	0.30882	 1.0176
Phtf1os	 0.8782	0.84194	 1.0013	 1.0345	0.21943	 1.0113
Gm10684	0.66199	0.70977	 1.2858	  0.872	0.19896	 1.2798
Ptpru	0.87634	 1.0355	 1.4103	 1.0353	0.46889	0.61639
Spred1	 1.2166	0.89445	 1.3272	 1.1408	0.18525	0.56652
Aasdhppt	 0.4388	0.31961	 1.0147	0.25046	0.61754	0.72896
Rian	0.41475	0.10239	  1.032	0.25543	0.53059	0.67002
Pdcd1	0.42988	 0.3553	 1.2312	0.21625	0.74521	0.51952
Pag1	0.27087	0.15946	  1.176	0.23124	0.47851	 0.4144
Polr2k	0.094097	 0.42011	  1.1116	 0.21869	 0.64095	 0.45398
Drd1a	0.61398	0.37299	 1.2012	0.37321	 0.3698	0.53678
Tslp	0.46209	0.29864	 1.0512	0.33968	0.37514	0.44677
Zc3hc1	0.52767	0.35149	  1.051	 0.2931	0.26439	0.29463
Mogat1	0.32669	0.37182	 1.0024	0.31387	0.35726	0.61329
Myh11	0.38411	0.57686	 1.1343	0.29366	0.24165	0.47048
Erbb2	0.43494	0.19778	 1.1952	0.53315	0.36311	0.20817
Gcm1	0.35723	0.30717	 1.1815	0.69881	0.40118	0.32823
Gm9159	0.31406	0.31417	 1.3737	0.54849	 0.3367	0.32931
Timm8a1	0.20216	 0.3185	 1.2086	0.56566	0.47423	0.19911
Nicn1	0.36889	0.42425	 1.1085	0.44584	0.50465	0.34294
Zfp748	 0.38002	  0.3479	  1.3642	 0.50613	 0.44486	0.049665
Zfp51	0.35616	0.66161	 1.1011	0.67403	0.19337	0.15479
Ccr5	 0.46962	0.046631	  1.0672	 0.10334	 0.12581	 0.65564
Tas1r1	0.42356	 0.1042	  1.071	0.11929	0.12436	0.50902
Gpx8	0.21006	0.14536	  1.081	0.43455	0.10382	0.62948
Rab6b	  0.10404	-0.021474	   1.2496	  0.32235	  0.29003	  0.61739
Wdr38	 0.12324	0.036542	  1.1461	0.016191	 0.44344	 0.76955
Morc4	  0.46558	 0.060603	   1.2905	  0.60377	-0.086178	   0.5437
Ppp1r13l	  0.31434	-0.078887	   1.1649	  0.53891	 0.080025	   0.3811
Cutal	  0.669	0.47362	 1.2696	0.64469	0.43385	0.42712
Gm13152	0.61845	0.47006	 1.5221	0.55207	0.50266	0.36768
Pcolce2	0.53845	0.60018	 1.5182	0.44599	0.41658	0.46071
Raet1d	0.49499	0.41631	 1.4932	0.33673	0.27648	0.26351
Des	0.75157	0.35571	 1.5058	0.65659	0.41367	0.55238
Myocd	0.54179	0.25659	 1.6428	0.71468	0.32574	0.48642
Tph1	 0.5596	0.37225	 1.5759	 0.6289	0.34687	0.63904
F9	0.48112	0.35403	  1.655	0.76944	0.61182	0.54002
Nkrf	0.67039	0.26483	 1.3144	0.82994	0.59113	0.64886
F2rl3	0.49002	0.52611	 1.7255	0.54267	0.33369	 0.8214
Tdrp	0.49425	0.86675	 1.7699	 0.4825	0.48814	0.57717
Fam109b	0.016041	0.056321	  1.5611	 0.53615	 0.33738	 0.65069
Podn	0.29905	0.30685	 1.6062	0.37912	 0.2851	0.56843
Htr2a	 0.29768	0.029353	  1.7318	 0.88769	 0.40315	 0.79499
Atg4d	0.25104	0.30271	 1.1689	0.19913	0.16208	 0.1357
Mul1	 0.53946	 0.28755	   1.104	 0.12565	 0.11533	-0.10576
Cox11	0.57064	0.31331	 1.2372	0.14212	0.13052	0.28152
Zfp811	 0.81179	 0.29013	  1.0345	0.056503	 0.18782	 0.20893
Dmd	    0.84661	    0.59469	     1.2109	    -0.1557	-0.00040948	    0.19847
Nphp1	 0.57429	 0.69243	  1.3732	 0.17078	-0.19369	 0.59369
Zswim1	 0.67153	 0.59234	  1.2332	0.061704	0.043907	 0.43704
Gm5523	  0.70729	  0.74918	   1.3332	  0.39493	-0.021102	 0.012196
Nmrk2	0.46237	0.70876	  1.569	0.80778	0.18212	0.13343
Nbl1	 0.27456	 0.68974	  1.3231	  0.2086	-0.10001	 0.23972
Prox2	  0.26894	  0.68268	   1.7225	  0.33737	-0.028769	   0.4463
Cdk18	 0.50441	 0.65625	  1.5947	  1.0922	-0.22024	 0.51995
Cetn4	   0.79443	   0.91609	    1.3859	   0.90664	-0.0092981	   0.38374
Angptl4	  0.42336	  0.45656	   1.1758	 -0.45504	-0.068811	  0.39021
Ccrn4l	 0.24794	 0.31919	  1.0191	-0.50175	  0.2996	 0.50867
Kif5a	0.070611	 0.60221	  1.0554	-0.69504	 0.13923	 0.21321
Cobll1	 0.20106	 0.70707	  1.1462	0.047043	  0.2934	 0.89069
Gm9573	  0.2114	 0.74019	  1.4571	0.073941	 0.58064	 0.87092
Hey1	0.41292	0.64016	 1.3931	0.32204	0.60342	 1.0844
Pcdh7	-0.13678	 0.69452	  1.3155	 0.29794	 0.64423	  0.7183
Krt20	 0.10075	 0.93083	   1.095	 0.06051	0.079831	 0.36606
Ngb	0.16027	 1.0679	 1.1118	0.11382	0.07403	0.19387
Pde8b	 0.39797	 0.86926	  1.0979	0.048154	 0.38264	 0.40432
Prph2	0.23461	0.83432	   1.22	0.14031	0.58086	0.35607
Tas2r135	 0.22489	 0.93827	  1.2151	0.054584	 0.59561	 0.30071
Snord38a	 0.63149	 0.90984	  1.1921	-0.07488	 0.54277	 0.17415
March3	0.070179	 0.54863	   1.495	-0.14339	 0.67597	 0.26097
Adss	0.61239	0.15263	 0.9894	0.60497	0.58921	 1.0824
Serpinb9	0.81849	0.26529	0.87206	0.68589	0.42072	  1.096
Il7r	0.68018	0.26482	 1.0226	0.71501	0.40544	 1.3586
Phldb1	  0.38233	-0.029421	  0.90388	  0.95615	    0.524	   1.2528
Tex14	  0.9467	0.078996	 0.92751	 0.95327	 0.23283	  1.5202
Alpk2	  0.7911	-0.46986	  1.1495	  1.0709	 0.27823	  1.4103
Kif1a	 0.99124	-0.28864	  1.0858	 0.72119	 0.60157	  1.2541
Sphk1	0.73917	-0.1862	 1.1354	0.74891	0.65426	 1.3609
Flrt3	0.91712	0.13141	 1.1733	0.99188	0.70437	 1.4169
Tnip3	0.92085	0.41665	 1.2624	0.74023	0.83678	 1.5602
Ifnk	  1.2295	0.028881	  0.8604	 0.98485	 0.82224	  1.1048
Ldlrad3	  1.0584	-0.13769	 0.87756	 0.88112	 0.60289	 0.95366
Prdm1	 1.0769	0.18022	 1.1655	0.82287	0.76238	0.95735
Slc39a14	  0.7654	0.054855	 0.98823	 0.80317	 0.80874	  1.0128
Cldn12	  1.0108	-0.08215	  1.1405	 0.23576	  0.2573	   1.294
Slamf1	  1.0567	-0.38434	  1.2118	 0.29099	 0.55452	 0.94243
Epha7	0.86496	0.30877	 1.4087	0.32128	0.76201	 1.2994
Kcnq5	0.83868	0.18177	 1.4035	0.28471	0.36361	 1.1325
Trim2	0.78729	0.27921	 1.5242	0.72424	0.35497	 1.2776
Dnah17	  0.23823	  0.26548	   1.0492	  0.34574	-0.020403	    1.693
Pgm5	 0.22471	 0.50457	  1.5539	 0.27502	0.092207	  1.3641
Slc9a3	0.51975	0.37996	 1.2432	0.34149	0.28511	 1.4682
Ret	 0.39246	-0.13535	     1.3	  0.4057	 0.38963	  1.3711
Yod1	0.42749	0.12351	 1.3757	0.62925	0.11459	 1.1566
Abca8b	0.94221	0.60095	0.63364	0.59699	 1.0777	0.54895
Pcdhga9	0.86265	0.82164	0.57102	0.50405	 1.2457	0.53521
Zfp953	0.78077	0.65718	0.52544	0.60049	 1.2121	0.42987
Trim72	 1.0233	0.62084	0.42747	0.47319	 1.2232	 0.5874
Itpkb	0.86906	0.91306	0.55183	0.64156	 1.1984	0.71419
Stfa2l1	0.78559	0.86283	0.44973	0.53036	 1.0881	0.69074
Ablim3	0.63411	0.52951	0.92938	0.41798	 1.2201	0.76119
Amer2	0.67997	0.66987	0.68599	0.67526	 1.2301	0.72094
Duox1	 0.6193	 0.6746	0.88925	0.63227	  1.079	0.66076
Gm4285	0.70926	0.71673	0.75844	0.47273	 1.3353	0.58398
Haghl	0.69497	0.80201	0.75675	0.49367	 1.1789	0.40997
Kcnk12	0.90981	0.84946	0.84514	0.56895	 1.3298	0.50798
Abcc8	0.58067	0.39352	0.39938	0.39247	 1.2034	0.56389
Gm13483	0.55233	0.41695	0.67137	0.63507	 1.0382	0.46588
Nyap1	 0.6362	0.54226	0.55104	0.55042	 1.1152	 0.5758
Tex30	0.92485	0.25891	0.47274	0.54485	 1.0265	0.42065
Snord92	0.73407	 0.2185	0.69617	0.68025	 1.3913	 0.5993
Ankrd28	0.83795	0.71264	0.64941	 0.3057	 1.3437	 1.1899
Rrh	0.94032	0.49368	0.56528	0.38553	 1.2858	 1.0229
Ubtd2	0.91086	0.80711	0.63869	0.24525	 1.4357	 0.8243
Pard3b	 1.1426	0.54047	 0.8557	0.27306	 1.4969	0.81509
Rnf113a1	 1.0426	0.47049	 0.5404	0.17991	  1.271	0.73471
Ccdc38	0.84245	0.86543	0.29153	0.13974	 1.3235	0.59311
Abhd1	0.87506	0.64996	0.62427	0.92142	 1.3191	 1.0214
Derl3	0.77365	0.56219	0.34357	0.77532	 1.3366	 1.1432
Cdr1	0.64971	0.62327	0.62831	0.63475	 1.5329	 1.0818
Edn3	0.62427	 0.5896	0.62175	0.63138	 1.3716	 1.0189
Slc25a34	0.69101	0.68756	0.58851	0.88796	 1.5716	0.81408
Tssk2	0.93441	0.68066	0.53824	0.89947	 1.6729	0.87594
Flrt2	0.40673	 0.4252	0.29947	0.91289	 1.1284	0.87772
Frk	 0.5641	0.53797	0.51934	 1.0077	 1.0584	0.91837
Mt2	0.59766	0.32803	0.64759	0.95036	 1.1685	  1.012
Mir181a-2	0.65989	0.75392	0.80253	 1.0993	 1.1484	0.96367
Ocln	0.72049	 0.7673	0.62766	 1.0164	 1.0952	 1.0868
Rab11fip2	0.49041	0.69776	0.70141	0.94224	 1.2063	0.93793
Abhd17b	 1.1079	0.78191	0.54856	0.58664	 1.0031	 1.0608
Shc2	 1.0001	 0.6914	0.72936	0.73997	0.98809	0.77833
Snora81	 1.0687	0.69454	0.85433	0.86496	 1.0562	0.94852
B3galt2	 0.8774	 1.0946	0.73432	 0.5815	 1.0984	0.93079
Defb48	0.75036	0.94398	0.71265	0.69927	 1.1737	0.93498
Mid1	0.89831	0.86111	0.66732	0.75835	 1.1112	0.97315
Mir6412	0.88003	0.76022	0.80417	0.61529	 1.2212	0.97661
Bcl6b	0.82666	0.74619	0.84997	0.71506	 1.3437	0.81916
Dner	0.76544	0.81444	0.94794	0.84293	 1.4122	 0.8527
Cecr6	 1.2604	0.75519	 0.7195	0.74341	 1.3662	0.68055
Mir3473c	 1.1097	0.90778	0.54013	0.71848	 1.4701	0.89488
Aox4	0.43007	0.41659	 0.6946	0.42506	 1.6031	0.88824
Enpep	0.41537	0.59202	0.56655	0.36865	 1.4076	0.94236
Klra5	0.41901	0.61096	0.80935	0.68127	 1.5748	 1.2554
Slc22a4	0.49144	0.77676	0.89997	0.83408	 1.8471	 1.3264
Cd14	 1.1845	 1.0344	0.80207	0.27188	0.82208	0.61736
Tmem158	0.97277	 1.1235	0.44262	0.26986	 0.8004	0.62284
Lrrn3	 1.0125	0.74374	0.65309	0.18409	 1.0004	0.59046
Sft2d3	0.91185	0.91566	0.92847	0.12544	 1.1322	0.58381
Smad3	   1.127	 0.98052	 0.89656	-0.22127	  0.8952	 0.68911
Uaca	 0.72657	 0.87592	 0.98621	-0.18953	  1.2439	 0.41697
Cpne5	 1.2883	0.61625	0.99331	0.47748	0.98575	0.87813
Eva1c	 1.3441	0.56875	0.82238	 0.5157	 1.0633	0.55591
Npas1	 1.2804	0.74779	 1.3295	 0.7241	0.93713	0.51726
Abt1	0.59361	 0.3436	0.56475	 0.2169	0.78026	 1.3031
Pln	0.49712	 0.2359	0.60588	0.17709	0.90006	 1.1918
Fam107b	0.53466	0.40499	0.66048	0.44738	0.73559	 1.1511
Vegfa	0.50199	0.26107	0.70081	0.51527	0.81233	 1.1339
Sfmbt1	0.55849	0.33576	0.53566	0.49809	0.89288	 1.0029
Gan	0.71789	0.22362	0.63819	0.34781	0.73052	 1.0783
Msl2	0.69895	0.27581	0.63195	0.48583	0.83752	  1.092
Dennd4a	0.61249	0.52785	0.84927	0.64016	0.87072	 1.3225
Id2	0.56722	0.30739	0.90392	0.59775	0.99252	 1.3183
Gm21057	0.62612	0.28764	0.86126	0.53065	0.73337	  1.396
Myl9	0.49286	0.42793	0.76267	0.46041	0.73251	 1.3229
Cacna1g	0.76463	 0.4613	0.41152	0.49747	0.85558	  1.318
Gng11	0.90435	0.47884	0.54471	 0.4421	0.75097	 1.1149
Rhobtb3	 1.0096	0.52455	0.24735	0.51706	0.98124	 1.1576
Klrg2	0.78013	0.38758	 0.7745	0.60138	 1.0577	 1.1547
Sgsm3	0.77789	0.33008	 0.5802	0.72186	 1.2541	 1.1326
Lin54	 0.6868	 0.3232	0.44444	0.74371	 1.0048	 1.1746
Naa30	 0.7717	0.52098	0.51193	0.66484	0.93313	 1.0975
Slc7a1	0.47298	0.41885	0.56388	0.78671	 0.8569	 1.0775
Usp44	0.67492	0.14916	0.39431	  0.708	0.77213	   1.17
Agtr1a	0.53883	0.72162	0.53084	0.48131	0.67384	 1.1751
Kcnh1	0.65359	0.69006	0.59705	0.53045	0.65487	 1.2354
Wipf3	 0.6866	0.87553	0.54694	0.46832	0.64792	 1.1803
Mmp25	 0.7616	0.63746	0.58835	 0.3349	0.66846	 1.2189
Gm20199	0.59745	0.74869	0.48075	0.22944	0.63005	 1.0709
Slc16a1	0.66832	0.72385	0.44861	0.33359	0.75343	 1.0729
Kcnq1ot1	0.65025	 0.8599	0.54579	0.40465	0.93875	 1.0179
Arl2bp	0.46751	0.54142	 0.2945	0.18299	0.85707	 1.1078
Dmwd	0.56357	0.57637	0.59944	0.19259	0.88341	 1.2507
Fyn	0.45269	0.67587	0.50678	0.28492	0.76697	 1.3011
Clca1	0.81208	0.77178	0.60534	0.46803	0.40098	 1.2725
Ppargc1a	0.79176	0.77537	0.54419	0.46612	0.38976	 1.1439
Sox6	0.81653	0.56959	0.62724	0.35571	  0.383	 1.1544
Tie1	0.64212	0.63379	 0.7049	0.35639	0.39879	 1.3252
Lhfp	 0.9169	0.35591	0.56787	0.28329	0.35132	 1.1598
Sema6c	0.99611	0.42578	 0.5982	0.27347	0.47764	 1.1432
Il1rap	0.85315	0.95198	0.87977	0.16885	0.45255	 1.1502
Sncaip	 0.8496	 1.0678	 0.6811	0.44169	0.44859	 1.0777
Satb1	  0.76045	  0.83966	  0.59395	-0.016033	  0.48853	    1.332
Alcam	0.33691	0.36435	0.60635	0.45923	0.55153	 1.0755
Rnf24	 0.3809	0.47935	0.51419	 0.5008	0.53488	 1.0004
Uck2	0.37139	0.32019	0.60116	0.59007	0.67015	 1.0539
Clstn2	0.46653	0.46355	0.47899	0.45849	 0.4605	 1.1887
Id4	0.48578	0.44889	0.53823	0.45247	0.57273	 1.2063
Srpx2	0.36505	0.54446	0.48354	0.47937	0.40695	 1.2019
Tes	0.49176	0.33377	0.63389	0.42768	0.40185	 1.1526
Thbs2	0.45969	0.34474	0.52565	0.32604	0.33645	 1.1855
Bbs5	0.59787	  0.521	 0.6052	0.66812	0.26194	 1.2233
Smim3	0.37705	0.59659	0.57675	0.58322	0.32938	  1.076
Gpr171	0.37134	0.14043	0.71944	0.27891	 0.6144	 1.3023
Id1	 0.2018	0.25193	0.74876	0.34331	0.45541	 1.2296
Jak2	0.29708	  0.377	0.63562	0.35442	0.44278	 1.3572
Kdm4d	0.46497	0.41191	0.61297	0.28924	0.34716	 1.4005
Gcnt2	 0.40289	0.026513	  0.5765	 0.59798	 0.32593	  1.1145
Ndrg1	0.31289	0.29838	0.78509	0.59005	0.19519	 1.3828
Cxcl14	0.27162	0.68647	0.45999	0.28934	0.16682	 1.0364
Mir6386	0.33149	0.69559	0.64776	0.24768	 0.4632	 1.0828
Sdpr	0.42047	0.89565	0.66152	0.18661	0.30296	 1.1233
Shisa3	 0.1567	0.47705	0.58304	0.14493	0.65393	 1.0229
Amigo2	0.30315	0.38331	0.38648	0.26818	0.50394	  1.606
Edil3	 0.3587	0.31904	0.54533	0.38428	0.62741	 1.5519
Gm13546	0.59716	0.32142	0.62715	0.15859	0.73977	 1.5972
Hook1	0.27744	0.23467	0.55125	0.27071	 0.8335	 2.0092
Klrk1	  0.57133	  0.26542	  0.76908	-0.085617	  0.61582	   1.3815
Zbtb18	 0.50999	 0.39086	 0.63224	0.089363	 0.51764	  1.2075
Ptges	 0.88974	 0.44214	 0.65108	-0.12179	 0.79819	  1.2648
Acvr1c	0.83896	0.65082	0.86768	0.90042	0.61337	 1.1829
Styx	0.84931	0.67595	0.94164	0.82975	0.51373	 1.2922
Epb4.1l5	0.68159	0.67197	  0.895	0.83046	0.47886	 1.3485
Asns	0.74568	0.55785	 1.0205	 1.0669	0.53196	 1.2545
Hhip	0.96141	0.61552	0.94025	0.99331	 0.4709	 1.4085
Tex15	0.87702	0.53249	 1.0104	0.74548	0.38651	 1.4013
Arhgef26	 1.0499	 0.5741	0.90707	0.85874	0.71902	 1.2936
Ecscr	  1.068	0.68643	 0.8559	0.97271	0.66464	 1.5268
Igdcc4	 1.0065	0.66419	0.90763	0.86951	0.67543	 1.4232
Snord72	  1.006	0.69376	 1.0814	0.96279	0.76429	 1.3058
Htr7	 1.1392	0.77931	0.71359	0.81529	0.52851	 1.3497
Rasa2	 1.1674	0.80199	0.97266	 0.8632	0.46512	 1.3347
St6galnac2	 1.0522	0.84759	0.98999	0.73957	0.53616	 1.4493
Asb4	  1.035	0.61198	0.90782	0.64596	0.64826	 1.3687
Vstm4	 1.0326	0.55759	  1.043	 0.6029	0.60301	 1.2141
Rgs5	 1.0431	0.54364	0.96519	0.63144	0.84992	 1.2657
Ugt1a2	0.90224	0.42693	0.98881	0.52153	0.85252	 1.1686
Idi1	 1.0049	0.31626	0.80883	0.59422	0.63331	  1.305
Gm4432	 1.0373	0.66535	0.81811	0.79733	 1.0619	 1.3488
Ica1l	 1.0815	0.74324	0.93185	0.73785	0.95587	 1.3852
Scnn1b	 1.0793	 0.6862	0.77523	0.69037	0.74308	 1.1777
Slc38a4	 1.1066	0.73175	0.73762	0.71611	0.83977	 1.3669
Aph1c	0.57802	0.86427	0.72761	 0.6476	0.57376	  1.194
Rnf152	0.58249	0.84637	0.72208	0.72665	0.44433	 1.3079
Smox	0.51723	0.83334	0.87772	0.72798	0.55521	 1.0899
Cd164l2	0.63397	0.66404	0.65633	0.71111	0.66746	 1.0717
Crem	 0.6538	 0.5758	0.66572	0.75292	0.69738	 1.1105
Gpr64	0.70646	0.81113	0.81392	0.73785	0.68642	 1.0476
Ppp1r3c	0.73295	0.79686	0.87628	0.69342	 0.6817	 1.0563
Khdrbs3	0.72337	  0.783	0.71062	0.61845	0.65917	 1.0047
Pabpn1l	0.75592	0.79297	0.83454	0.57609	0.89145	 1.2386
Sestd1	 0.5887	 0.7595	0.76349	0.47505	0.78489	  1.056
Cpeb2	0.56981	0.50005	0.94241	0.51017	0.68157	 1.1053
Cytip	0.65092	0.54241	0.87364	0.73062	0.63633	 1.0673
Malt1	0.56422	0.44508	0.80218	0.68711	0.51601	 1.1719
Snora20	0.48933	0.79501	0.67551	0.70901	0.86953	 1.2109
Spag9	 0.5098	0.62928	 0.7213	 0.7393	 1.0862	 1.2096
Map2k3os	0.37083	0.58558	   1.02	0.76526	0.91608	 1.2157
Mir568	0.45569	0.75785	 1.0855	0.80827	0.65914	 1.2672
Trmt11	0.30569	0.82982	 1.0678	 0.5729	0.65677	 1.1603
