	CCR6-ILC3_SI_1	CCR6-ILC3_SI_2	CCR6-ILC3_SI_3	CCR6-ILC3_LI_1	CCR6-ILC3_LI_citro_2	CCR6-ILC3_LI_citro	CCR6+ILC3s_SI_1	CCR6+ILC3s_SI_2	CCR6+ILC3s_SI_3	CCR6+ILC3s_LI_1	CCR6+ILC3s_SI_Citro_2	ILC1_SI_3	ILC1_SI_4	NK_SI_3	NK_SI_4	ILC2_SI_1	ILC2_SI_2	ILC2_LI_1	ILC2_LI_2	ILC2_LI_citro_2	NKcells_LI_citro	NKcells_SI_SS
Kdm8	  0.65505	  0.89852	   1.1187	  -1.3518	 -0.16779	 -0.22765	-0.015454	  0.78072	  0.57545	 -0.38998	  -1.5554	  -0.1067	  0.12454	  -0.5182	   1.5451	   0.1255	  0.51964	  -2.1948	 -0.31006	  -1.6493	   1.3824	  0.76148
Slc25a53	   0.8689	   0.6329	  0.64993	-0.023645	 -0.19728	  0.70765	  0.73206	  0.13722	  -0.1788	 -0.41506	   -1.595	 0.091727	  0.64504	 -0.93704	 -0.36088	  0.46477	   1.2388	  -2.7425	  -1.5774	 -0.24864	   0.8259	   1.2814
4930503L19Rik	    1.296	   1.5797	   1.4473	  0.25895	 -0.28965	  0.48214	  -1.1326	 -0.63981	  -1.4349	  -1.3185	  -1.3451	  0.95826	  0.88444	  -1.1328	 -0.77459	 0.052432	  0.49597	 -0.54134	  -0.7435	-0.015459	  0.43701	   1.4761
4930525D18Rik	   1.1507	   1.4755	   1.4342	    0.411	 -0.52792	  0.15729	 -0.98526	-0.043148	 -0.41491	 -0.98526	 -0.98526	   1.6411	   1.8733	 -0.98526	 -0.98526	 -0.98526	   0.1369	 -0.98526	 -0.46002	 -0.98526	  0.36972	  0.67837
Ccr9	  1.3337	  1.3924	  1.1823	-0.49316	-0.84415	 -0.3241	-0.36387	-0.14997	-0.62802	 -1.3865	 -1.1687	 0.76071	 0.72144	-0.57744	-0.17643	  1.5213	  1.3694	 -0.8096	 -0.7425	-0.77755	 -1.2442	  1.4049
Mtap7d3	  1.0663	 0.93935	  1.7847	 0.11753	-0.90326	 0.13867	 0.64931	 0.27575	-0.34152	-0.70184	 -1.2444	  1.1858	 0.46209	 -1.6813	 0.04606	 0.46992	   1.058	 -1.2351	-0.48179	 -1.5231	  -1.141	  1.0598
Rmdn2	   1.3875	  0.74825	  0.75126	 -0.48112	  -1.7091	 -0.42886	 0.041516	  -0.5297	 -0.11752	  -2.2738	  -1.5105	   1.0459	   1.2321	  -1.0886	  0.17678	  0.55893	   0.3193	  0.39886	-0.040866	 0.007693	-0.056374	   1.5683
Abi3	  1.5757	 0.64079	 0.58672	0.084603	 0.29954	 0.73631	-0.19973	 -1.1873	 -2.1044	  -2.041	  -1.175	 0.70074	 0.39541	-0.47456	-0.41671	  1.1198	 0.28898	-0.15553	0.082251	-0.72901	  0.3505	  1.6218
Dtx1	  1.2744	  1.0359	 0.16878	0.030743	 0.51078	0.091261	 0.76869	  -0.135	 -1.9892	-0.67604	-0.84839	 0.50181	 0.97026	-0.75369	-0.96112	  1.5649	 0.98624	-0.90491	  -1.127	 -1.5742	-0.18095	  1.2469
Acoxl	   1.035	  1.1739	 0.50409	-0.24471	-0.85727	-0.39288	 -0.9592	-0.87273	 -1.1311	 -1.8835	 -1.8835	 0.77379	  1.0366	 0.68765	-0.38586	 0.53396	 0.40154	 0.38515	-0.14974	-0.58935	  1.2346	  1.5835
Cpne7	  0.63473	 0.088057	  0.51711	  0.51108	 -0.15919	-0.094723	  -1.1916	 -0.94083	  -1.1213	  -1.7891	  -1.7891	   1.4404	   1.6416	  0.27363	  0.56053	  0.50285	  0.33091	 -0.97114	 -0.60654	  -0.3289	   1.1512	   1.3404
Gimap3	  0.84439	   0.4655	 0.033609	 -0.14233	 -0.16353	  0.40206	 -0.22109	  -1.0659	  -1.6093	  -2.0038	  -2.2882	  0.79622	   1.0258	  0.48848	  0.57171	  0.51245	0.0062754	 -0.42578	  0.11922	 -0.20341	   1.4206	    1.437
Osgin1	 0.32156	 0.43451	 0.38503	-0.35972	-0.30452	-0.36337	-0.35636	 -1.1664	 -1.2626	 -1.7481	 -2.2046	  1.1734	  1.3767	 0.79805	 0.74278	 0.86222	 0.53328	-0.29424	-0.46675	-0.41803	 0.63172	  1.6855
Hic1	 0.75034	-0.41517	 0.51249	-0.31485	-0.24836	-0.57099	 0.41706	-0.49357	 -1.2024	 -1.2153	 -1.8756	 0.82874	  1.1076	 0.75851	 0.35856	  1.8794	 0.32573	 -1.3642	-0.54372	-0.97484	 0.55109	  1.7293
Etaa1	  0.2672	 0.54849	  1.0904	-0.90843	 -0.7311	-0.64885	 -1.3399	-0.23349	  -1.143	-0.64037	 -1.9164	  1.2043	  1.4675	 0.35499	 0.81699	   1.038	  1.2188	-0.44094	 -1.1545	-0.44137	 0.31128	  1.2805
Actrt3	 0.53939	  1.3746	  2.1717	 0.51528	-0.20791	-0.49753	-0.62344	-0.53785	 -0.1268	-0.36774	 -1.1581	  1.3141	 0.50174	 0.86026	-0.76995	 0.11082	 0.30165	 -1.3121	 -1.4466	 -1.7507	0.071238	   1.038
Arhgef5	  1.6516	 0.81345	 0.66859	-0.42014	0.062608	 0.58489	  1.2024	-0.35927	-0.33756	 -1.1812	 -1.1574	  1.2905	 0.27499	-0.20148	-0.89167	 0.63646	-0.79465	 -1.8286	-0.25219	 -1.7602	 0.77529	  1.2236
Btg2	    1.9708	   0.13732	   0.72762	  -0.55631	  -0.33713	  0.015984	    0.7147	  -0.90137	  -0.73975	   -1.4306	   -1.5846	   0.96512	    1.0269	  0.010585	-0.0033847	   0.27344	  -0.69985	   -0.9927	  -0.79755	  -0.85311	    1.2506	    1.8033
Dusp5	   1.1776	  0.46704	    1.513	 -0.47684	  0.26183	  -0.4688	  0.41799	   -1.367	-0.033358	  -1.2405	  -1.1035	   1.2067	   1.1858	  0.21403	  0.31484	-0.085778	 -0.61945	  -1.4321	 -0.77374	  -1.6349	   1.2305	   1.2466
B4galnt2	    1.57	 0.76933	 0.78208	-0.96132	-0.91981	 0.49693	0.015795	 0.41145	-0.66461	-0.72048	 -2.0644	  1.2583	  1.1365	 0.29976	-0.24074	 0.70932	 0.14269	 -1.2944	-0.98446	 -1.1482	-0.14087	   1.547
P2rx7	   1.5436	   0.7713	  0.42383	 -0.46522	 -0.71869	-0.051753	  0.57294	 0.030215	  0.15285	  -1.4373	  -2.0731	   1.1077	  0.90415	 -0.40519	 -0.81294	  0.93614	  0.28423	 -0.84248	    -1.35	 -0.85162	  0.54716	   1.7342
Mllt4	   1.1665	    1.161	   1.4493	 -0.26539	 -0.66732	  0.60269	 -0.51325	0.0048631	 -0.86289	 -0.97271	  -2.0753	   1.1665	  0.55937	  0.85128	-0.053621	 -0.50359	  0.17424	  -1.0894	  -1.1628	  -1.1638	  0.91728	   1.2771
Pik3ap1	  0.5537	 0.60103	  1.4956	-0.37308	 0.47081	-0.14081	-0.34899	0.074877	 0.16422	  -1.936	 -1.7901	 0.49113	  0.7035	  1.2618	 0.30868	 0.59437	-0.66521	-0.97599	-0.44798	 -1.9891	 0.53675	  1.4109
Arid3a	   0.92896	     2.109	    1.2293	   0.12025	    0.1599	-0.0018583	   0.54419	  -0.03579	   -1.1948	   -2.0535	   -1.4519	    1.2933	   0.72337	   0.37204	   0.84979	  -0.16269	 -0.080089	  -0.66989	   -1.1254	  -0.64077	   -0.9341	  0.020761
Ifi47	 0.91177	 0.69102	  2.0883	-0.17778	-0.40449	-0.10045	-0.44424	-0.79892	-0.12619	 -1.6635	-0.52283	-0.21962	 0.12015	-0.39558	 0.50383	 0.86284	-0.47125	 -1.8909	  -1.345	 0.56789	  1.1583	  1.6566
Prom2	  1.3748	  1.2296	  2.6342	-0.80484	 0.88137	 0.62633	-0.35354	-0.80484	-0.80484	-0.80484	-0.80484	-0.80484	 0.12474	0.034152	 0.21523	-0.80484	-0.80484	-0.80484	-0.80484	-0.80484	  1.0513	   1.035
Irf9	 -0.12003	  -0.1073	 0.039701	  0.19578	0.0020734	 -0.38382	   -0.485	-0.027926	 -0.22236	  -3.2361	  -1.4532	  0.91648	  0.97279	  0.40885	    0.689	   1.3047	  0.48913	  -1.0171	 -0.49365	   1.1322	  0.61482	  0.78086
Nlrc5	-0.55275	 -0.5067	-0.38751	 0.80799	 0.96632	 0.97438	-0.79388	-0.96006	 -1.0985	 -1.8316	 -1.6756	  1.3951	 0.72199	 0.87755	 0.48152	 0.26998	 0.26218	 -1.1304	-0.62924	 0.20599	  1.5413	  1.0618
Tap1	 -0.61178	-0.079177	  0.25419	  0.44076	   1.0897	  0.91342	 -0.87433	 -0.85143	 -0.51655	  -2.3719	  -1.4548	   0.7054	   1.1692	   0.6977	  0.49594	   1.0257	  0.59356	  -1.1417	  -1.2445	  0.74775	   1.1825	  -0.1698
Aldh1a3	  -1.0062	    1.929	  -1.3211	 -0.60355	  -1.0108	 -0.80637	 -0.87767	   1.4819	  0.25138	  0.19208	 -0.91828	  0.36465	 -0.36789	   1.1707	   1.7443	 -0.24828	   1.4023	 0.044252	 -0.96472	-0.062394	 -0.84927	  0.45602
Cldn23	-0.27475	 0.15755	 -1.3838	  0.7417	 -0.6843	 -1.3838	-0.17385	 -0.3608	 0.39217	-0.33785	-0.73916	  1.2726	-0.48114	 0.34887	  2.1585	0.039062	  2.2386	 -1.3838	-0.81346	 0.53823	-0.46322	 0.59276
1110008F13Rik	-0.29244	  0.3038	-0.47723	  1.4405	-0.13916	-0.93514	 -1.7232	 -1.0686	-0.37537	-0.24021	 -1.1357	  1.3321	  1.0934	  1.7437	  2.0735	-0.50274	-0.10875	-0.65075	-0.59588	-0.54492	 0.23752	 0.56557
2310003H01Rik	 -0.74949	 -0.37672	  0.59734	  0.28451	  0.89475	  -1.2008	  -1.1562	  -0.6875	0.0066727	 -0.39689	 -0.36747	   1.9171	   1.8317	   2.0416	   1.2723	 -0.50998	 -0.82916	 -0.47489	 -0.72435	-0.042448	 -0.42847	 -0.90173
Hn1	-0.95879	-0.37985	-0.21298	 0.46673	 0.49202	 -1.1162	 -1.3003	-0.84481	-0.59908	 -0.3325	 -0.4244	  1.0072	  1.7532	  1.9897	  2.2975	 -1.1314	-0.13636	-0.04776	-0.45767	-0.44059	  0.3116	 0.06461
Map3k1	   -1.0834	    -0.415	   0.57829	-0.0057931	  -0.21691	  -0.75522	   -1.2224	  -0.97388	  -0.56675	  -0.59128	  -0.76714	    1.6979	    1.8009	    2.0272	    2.0611	   -0.5036	  -0.12267	  -0.26635	  -0.18919	  -0.35887	 -0.019551	  -0.10741
Sidt2	 -1.0581	 -0.6441	 0.98781	  0.3443	 0.34813	 -1.0424	 -1.1446	-0.61726	-0.56478	-0.16882	-0.53678	  1.4424	  2.3038	   1.589	  1.8463	-0.62644	-0.24144	-0.48242	-0.19336	-0.51254	-0.48214	-0.54654
Pmepa1	  -1.9844	 -0.43403	  -0.4608	 -0.31197	  0.56789	 -0.23622	  -1.8317	 -0.69618	-0.089632	 -0.27016	 -0.52577	   1.5075	   1.4348	   2.0115	    1.715	 -0.39002	0.0077233	0.0096872	-0.070293	 -0.43112	 -0.08677	  0.56509
Ugcg	  -1.7202	 -0.66115	  0.56012	  0.10138	  0.11784	 -0.80612	  -2.0472	 -0.77707	  0.19407	-0.078866	 -0.10103	   1.5036	    1.148	   1.9095	   1.7016	 -0.72852	  0.38222	 -0.29113	 -0.63739	 -0.43164	  0.52262	  0.13946
Prps1	  -1.2131	 -0.43493	  0.20131	 -0.70763	-0.010724	  -1.4846	  -1.1095	 -0.87459	  0.28708	  0.26816	  -1.0684	   1.0653	   1.7757	   2.0728	   1.8635	 -0.43746	 -0.25829	  -0.8424	  0.24012	  0.35871	  0.30143	0.0075042
Ybx3	 -0.4884	 -0.5482	 0.69711	-0.40229	 0.16799	-0.72251	 -1.7747	 -1.0467	 0.18373	-0.75631	-0.89115	 0.85366	  1.2265	  2.3102	  2.0822	-0.36184	 -0.9132	 0.10732	 0.36098	-0.16475	 0.57651	-0.49607
Hdac1	 -0.75383	 0.082009	  0.43386	-0.010262	  0.50405	   -1.742	  -1.9216	 -0.71958	  0.10925	 -0.73849	 -0.55447	   2.0465	   1.7266	   1.2834	   1.3135	 -0.71206	 -0.23277	  0.43548	 -0.56959	 -0.38504	 0.089304	  0.31567
Pcna	 -0.73665	 -0.15981	  0.34027	 0.016753	  0.62466	 -0.99222	  -1.4879	 -0.74786	  0.71917	  -1.1528	 -0.78074	   1.9633	   1.0493	   1.4251	   1.6488	  -1.2304	 -0.39909	-0.030375	  -0.6851	 -0.77508	   1.0799	  0.31079
Tes	-0.62171	 -0.4348	  0.8528	-0.60491	  0.2569	-0.82059	 -1.6052	 -1.1526	  1.0025	-0.97949	 -0.9438	  1.5276	  1.1429	  1.8028	  1.9228	-0.93495	-0.42432	 0.00694	-0.19278	-0.22429	 0.13152	 0.29286
Bcl2l11	  -0.99531	  -0.83486	 -0.053644	  -0.40364	   0.27709	  -0.68947	  -0.79757	   -0.7373	  -0.29334	  -0.43094	  -0.42117	    1.4121	    1.7383	    2.3282	    2.1996	  -0.59547	  -0.55189	  -0.56605	  -0.17362	  -0.74974	-0.0072428	   0.34608
Sepn1	-0.70515	-0.39346	 0.20344	-0.27194	 0.33014	-0.32905	-0.91492	-0.76629	-0.90888	-0.46267	-0.98228	   1.612	  1.5924	  1.8993	  1.9871	-0.61577	-0.32369	-0.89319	 -0.6666	-0.95582	 0.65813	 0.90718
Sult2b1	-0.82839	-0.68943	-0.12668	-0.21749	 0.39366	-0.43531	-0.66658	 -0.7897	-0.31253	-0.34086	-0.65596	  1.7482	  1.5186	  2.0267	  2.1365	-0.95932	 -0.4451	-0.73113	 -0.7459	-0.92394	 0.32819	 0.71643
Gpr160	-0.58371	-0.41833	 -0.5567	0.024375	 -0.1222	-0.36677	 -0.4245	-0.69553	 -0.1589	 -0.6031	-0.65991	  1.1307	  1.6553	  2.2268	  2.4642	-0.76296	-0.38091	-0.78523	-0.85397	-0.99072	 0.25734	 0.60475
Otulin	-0.92255	-0.13217	-0.40298	-0.43913	 0.23128	-0.83761	-0.99526	-0.12099	-0.16547	-0.60989	-0.32572	  1.4167	 0.92552	  2.4632	  2.2185	-0.64138	 0.36658	 -0.7188	-0.71691	  -1.318	 0.56456	  0.1606
Il21r	 -1.2288	-0.90633	-0.41319	-0.35173	 0.37224	-0.20012	  -1.191	-0.52975	0.045479	-0.50146	 -0.7396	   1.628	  1.4864	  1.8328	  1.6525	  -1.024	-0.55607	-0.42712	-0.49657	-0.68161	  1.1794	  1.0506
Tigit	 -1.6256	 -1.1723	 -0.6797	 -0.2515	 0.84812	 0.25412	-0.85085	 -0.5321	0.010821	-0.38158	-0.22154	  1.3178	  1.3378	  1.9318	  1.9307	-0.85931	-0.80655	-0.67812	-0.55938	-0.48641	 0.70309	  0.7707
Eif2ak3	 -0.52401	 -0.94101	 -0.52353	  0.13491	 0.033519	-0.068918	-0.042046	 -0.88357	 -0.39877	 -0.20843	 -0.29906	   1.8099	    1.818	   1.7494	   1.5272	 -0.82646	  -0.7004	 -0.96905	  -0.9758	  -1.4034	  0.96549	  0.72598
Ubr2	 -0.48933	  -1.5336	  0.42666	-0.031762	  0.42099	 0.020014	 -0.22122	   -1.034	 -0.05857	 -0.37418	-0.078365	   1.7741	    1.952	   1.5818	   1.3438	 -0.38665	 -0.85459	  -1.5822	 -0.58489	  -1.1706	  0.56501	  0.31555
Cnot8	 -0.67905	-0.080789	  0.96994	 -0.22362	 0.049207	 -0.73757	 -0.84243	 -0.58372	-0.037427	 -0.73564	 -0.14098	   1.5947	   1.9712	   1.3655	   2.3481	 -0.91982	 -0.44058	 -0.80368	 -0.63363	  -1.1543	 -0.38223	 0.096833
Kdm2b	 -0.86905	 -0.27651	   1.2909	  0.28365	  0.29394	 -0.67091	  -0.8589	 -0.65961	  0.46681	 -0.50411	 -0.24789	   1.8197	   1.5879	    1.801	   1.3614	  -1.3253	 -0.71494	  -1.2234	 -0.54292	  -1.0796	  0.13893	-0.071157
Stat3	-0.79783	-0.28612	  1.2861	-0.14883	  0.4413	-0.55591	-0.92267	-0.60546	 0.56298	-0.48984	-0.35657	  1.6784	  1.5359	  1.9836	  1.6745	-0.65252	-0.27359	  -1.159	 -1.0052	 -1.0149	-0.46611	-0.42824
Csnk1d	 -0.50967	 -0.62917	  0.79652	 -0.43361	   0.2143	 -0.80263	 -0.19415	 -0.98636	-0.090712	 -0.30147	 -0.91484	   1.8633	   2.1606	   1.7721	   1.5229	 -0.23888	 -0.61462	  -1.3443	 -0.20848	  -0.9988	-0.018277	-0.043773
Mlxip	  -0.44002	  -0.87161	   0.60029	  -0.16847	 -0.060257	  0.056768	  -0.20789	  -0.89936	-0.0085599	  -0.90697	   -1.0073	    1.8614	     1.733	    2.2402	    1.4664	  -0.25534	  -0.89767	   -1.0486	  -0.70729	  -0.87616	   0.13717	   0.26019
Slc9a3r1	  -0.395	-0.34995	 0.62255	0.016919	 0.86112	-0.66419	-0.92863	 -1.1829	 0.22257	 -0.7243	-0.88503	  1.9385	  1.2697	   2.032	  1.5712	-0.23624	-0.73156	-0.88489	-0.91344	 -1.1144	 0.21866	 0.25734
Smg7	 -0.67096	 -0.38301	  0.82001	 -0.19359	  -0.7199	 -0.48232	 -0.97257	 -0.76756	  0.26874	 -0.47871	 -0.83743	   2.1867	   1.8245	   2.0527	   1.3725	 -0.77515	 -0.58306	 -0.41604	 -0.59945	 -0.82265	-0.036094	  0.21332
Fndc4	  -0.8333	 -0.75515	  0.35025	-0.033666	 -0.12843	  -0.4437	  -1.2102	-0.049372	   0.7407	 -0.60711	  -1.5598	    1.223	   1.4123	   2.4919	   1.9111	 -0.54309	 -0.30657	 -0.69391	 -0.41575	 -0.41798	-0.096283	 -0.03494
Rnf157	 -0.97784	  -1.3864	  0.69456	-0.051308	-0.074098	 -0.36306	 -0.61076	 -0.44132	  0.91805	 -0.33184	 -0.44708	   1.3648	   1.3739	   2.0836	   1.9457	  -0.5891	  -1.0281	  -1.0394	 -0.43677	  -1.0429	  0.36412	 0.075287
Mdk	  -1.2295	  0.51622	  0.42328	 -0.48477	   0.2715	 -0.74205	 -0.60442	 -0.79814	  0.11544	 -0.84677	  -1.2295	   1.4433	   1.5535	   1.5317	    1.711	 -0.49128	 -0.46302	  -1.2295	-0.041104	  -1.2295	  0.79867	   1.0248
Rbbp5	 -0.62787	 -0.30277	 -0.40882	   -0.676	-0.030039	 -0.76206	  -1.1657	  -2.1153	  0.74554	 -0.66434	 -0.51816	   1.6809	   1.9063	   1.7913	   1.0979	  -0.4263	  -0.1171	 -0.57418	 0.017583	 0.087303	   0.1853	  0.87643
Nr4a2	  -1.3976	 -0.93131	 -0.25115	  0.30289	-0.083196	  -1.1586	 -0.76421	 -0.11137	 -0.46673	  0.67944	0.0047868	   1.2096	   1.4877	   2.2084	   1.5125	  -1.0026	 -0.86179	 -0.17608	 -0.77694	 -0.80428	  0.15338	   1.2271
Cables2	-0.62074	-0.86558	 0.88048	 0.80504	  1.5345	-0.38091	-0.50867	-0.96994	-0.19726	 0.12706	 -1.1385	  1.2629	  1.3869	  1.8077	  1.5449	 -1.0201	-0.44583	-0.81739	 -1.0129	 -1.0939	0.019609	-0.29739
Mknk2	  -1.2905	  -0.7493	  0.49512	  0.17006	   1.4908	  0.16007	  -1.0734	 -0.49225	-0.027789	  0.17395	 -0.10945	   1.1931	   1.6279	   1.5771	   1.9679	 -0.99058	 -0.40196	  -1.1115	  -1.1154	 -0.56231	 -0.40275	 -0.52862
Igf2r	-0.84911	-0.66315	 0.41401	0.073405	 0.65939	-0.18912	 -0.6049	 -1.0618	 -1.0812	 0.58174	-0.26583	  1.4677	  1.1634	  2.4042	  1.6846	-0.57453	-0.37688	-0.84616	-0.53963	 -1.3886	-0.54572	 0.53798
Ptpn1	-0.60761	 0.10706	 0.47332	 0.41717	  1.0918	-0.19351	-0.82685	 -0.6347	 -1.3784	0.021633	-0.49427	  1.5027	  1.6081	  1.9802	  1.4903	-0.93554	-0.60176	-0.81247	-0.85373	 -1.4225	-0.21254	 0.28158
D230025D16Rik	 -0.31304	  -1.6389	  0.84899	  0.66555	  0.57761	  -0.4125	 -0.99307	  -1.6768	-0.083322	  0.41104	 -0.47828	   1.4919	   1.7075	   1.2517	    1.866	 -0.58185	 -0.53135	-0.076218	  -1.0112	 -0.66433	 -0.17069	 -0.18878
Zfand2a	 -0.72784	   -1.483	   1.0017	   1.0744	   1.2119	 -0.32192	  -1.5505	 -0.87333	 -0.11962	   1.0576	 -0.72703	  0.76188	   1.5751	   1.0719	   1.2243	  -1.2295	 -0.49858	-0.030263	  -1.2419	 -0.56123	 -0.20132	  0.58729
Atg2a	 -0.078353	   0.13633	   0.94781	   0.26741	    1.0878	  0.038143	  -0.15646	 -0.024069	  -0.22588	  -0.16858	  -0.46305	    1.4915	    1.8442	    0.9682	    1.1332	  -0.40342	   -1.2838	   -1.6698	   -1.3476	   -2.0586	 -0.032016	-0.0027932
Sec24c	0.072798	-0.48233	 0.56439	 0.37028	 0.88446	-0.65889	 0.14955	-0.45449	  0.3684	 0.40462	-0.54277	  1.3014	  2.1539	  1.2246	 0.89087	-0.44144	 -1.4141	 -1.2749	 -1.1723	 -2.1056	0.084917	0.076719
Ubap2	  0.27885	 -0.73614	  0.91585	  0.16981	 0.096547	 -0.15681	 -0.31694	 -0.60848	  0.18393	  -0.4224	 -0.36597	   1.2202	   2.3212	   1.5858	   1.1694	 -0.12604	  -1.2851	  -1.2737	 -0.60311	  -2.0614	 0.007903	0.0064684
Plagl2	 -0.31789	 -0.21431	   1.1209	 -0.51982	  0.39671	  0.20895	 -0.49207	 -0.24141	  0.54749	  0.10479	0.0011643	    1.426	   1.8463	  0.84452	   1.5148	 -0.16598	-0.086806	  -1.8618	  -1.4377	  -2.0353	 -0.59247	-0.046119
Usp42	 -0.75145	-0.089126	  0.83901	  0.18499	 -0.23387	 0.042679	 -0.53863	 -0.43255	 -0.50587	    0.287	 -0.61988	   1.4726	    1.789	   1.7295	   1.9591	 -0.18097	 -0.51182	  -1.5873	  -1.3348	  -1.2642	 -0.19187	-0.061556
Cdh24	 -0.38234	   -0.848	  0.61142	  0.44921	  0.40441	 -0.13092	-0.051464	  0.70536	 0.032066	 0.054749	 -0.89865	   1.1467	   2.1671	  0.74212	   1.2896	  -1.2842	 -0.81606	 -0.80927	  -1.9156	  -1.5998	  0.56449	   0.5691
Bcl3	 0.0014563	-0.0022181	    1.1636	  -0.36111	    1.1738	  -0.37987	  -0.65449	  -0.18266	  -0.46664	  -0.94315	  -0.43853	    1.8099	    1.7892	    1.4778	     1.273	  -0.94018	    -1.243	  -0.79842	   -1.3417	   -1.0375	  0.013598	   0.08708
Mtmr14	 -0.46555	  0.56212	   0.6551	 -0.15856	  0.96063	 -0.52069	 -0.27938	 -0.80397	  0.65015	  -1.1902	 -0.52018	   1.5763	    1.823	   1.3005	   1.5815	  -1.1058	  -1.5226	 -0.51317	  -1.2851	 -0.72589	-0.032232	 0.014115
Gzmd	-0.72037	-0.10582	  1.0105	-0.72037	 0.92542	0.014128	-0.72037	-0.72037	 0.10096	-0.72037	-0.72037	  1.7892	  2.4256	  1.2041	  1.5118	-0.72037	-0.72037	-0.72037	-0.72037	-0.72037	-0.72037	 -0.2314
Got1	 -0.46359	-0.047406	   1.2738	  0.59113	  0.32294	  0.01911	  -1.1085	 -0.95095	 -0.27976	 -0.28529	  -1.0134	   1.7945	   2.2241	    1.045	   1.2534	  -1.0752	 -0.54169	 -0.66642	 -0.73118	  -1.4446	-0.096352	  0.18046
Prr14	 -0.65026	-0.065423	    1.093	  0.17892	  0.96443	 -0.25981	  -1.2118	 -0.91575	 0.042388	   0.2723	-0.090615	   1.6716	   2.1758	   1.2995	   1.1381	 -0.86155	 -0.92472	  -1.0141	  -1.1858	  -1.0743	-0.079063	 -0.50284
Sun2	-0.94588	 0.42391	  1.3275	 0.45441	 0.60503	-0.20478	  -1.254	  -0.312	0.041456	  0.1815	-0.92088	   1.438	  1.9518	  1.4293	  1.1658	 -1.2159	 -1.3109	-0.89345	-0.96221	-0.75351	 0.19225	-0.43745
Rab35	-0.68526	0.068151	 0.93482	-0.19298	 0.44045	-0.63531	-0.96618	-0.51235	-0.50773	 0.35232	 -1.6913	  1.8851	  1.9189	   1.566	  1.3763	-0.92518	-0.35348	-0.70758	-0.32193	 -1.0655	 0.38236	-0.35968
Gatad2a	  -0.11734	   0.51974	    1.0629	    0.1666	   0.23394	  -0.69896	  -0.93962	   -0.6293	   -0.2159	-0.0085679	  -0.54402	    1.5644	    1.9092	    1.6763	    1.3555	  -0.77299	  -0.69293	   -1.4816	   -1.0295	   -1.5153	   0.15873	-0.0012381
Nrbp1	0.0054517	  0.25329	  0.71492	  0.23558	  0.46067	  -1.2368	 -0.68277	 -0.80869	 -0.15115	 -0.18348	 -0.27022	   1.6515	   1.7335	   1.5811	   1.0503	   -0.834	 -0.51956	  -1.5448	  -1.5194	  -1.1972	  0.35497	  0.90676
Sft2d2	  0.16362	  0.68464	   1.4535	 -0.16658	-0.024838	  -0.8408	 -0.19726	-0.032007	  -0.1653	 -0.65317	 -0.80024	   1.6453	   1.6254	    1.596	   1.4548	   -1.255	  -1.0318	   -1.228	  -1.0355	  -1.1088	 -0.21063	  0.12658
Tiprl	-0.35689	 0.62476	  1.5127	-0.29274	-0.22578	-0.99393	-0.94588	-0.26117	 0.15681	-0.58132	-0.32262	    1.61	  1.4147	  1.7076	  1.8446	 -1.0926	 -0.6139	 -1.0749	  -1.111	-0.81242	-0.30563	 0.11971
Slbp	-0.88015	 0.10084	 0.34635	-0.35694	 0.46215	  -0.406	 -1.1363	0.069049	 0.72559	 0.32853	0.033785	  1.6781	  1.6514	  1.4206	  1.3752	 -1.8173	-0.63588	-0.75772	 -1.8421	 -0.6121	 0.37557	-0.12261
Tmem2	 -0.39604	 0.051617	  0.51473	 -0.13784	  0.30028	 -0.35065	 -0.82941	 -0.27773	 -0.09822	 -0.26523	-0.061882	   1.6591	   1.5434	   1.9551	    1.742	  -1.4397	  -1.0578	  -1.0953	  -1.1754	  -1.2043	  0.10542	  0.51799
Usp12	   -0.7183	   0.19151	   0.69088	 -0.069327	  -0.49009	 -0.068642	  -0.80485	    0.1247	   0.16312	  0.026375	  0.085358	    1.1189	    1.7063	    1.6667	    2.2247	   -1.4705	  -0.83504	   -1.0549	   -1.3512	   -1.1546	-0.0074742	  0.026397
Slc30a3	 0.59443	 0.54378	  1.0607	-0.36685	 0.13023	-0.55256	-0.39883	 -0.3743	-0.51072	-0.15318	-0.47929	  0.8408	  2.6196	  1.9148	 0.87011	-0.63728	 -1.2894	-0.29526	 -1.2894	 -1.2894	-0.61396	-0.32408
Tbc1d25	 -0.19251	  0.13737	   1.0578	  -0.4256	  -0.0153	 -0.84362	 -0.72169	 -0.52071	 -0.86617	-0.032534	 -0.76114	   1.7155	   2.4426	    1.763	   1.3744	 -0.45802	 -0.33731	 -0.63045	  -1.1239	 -0.48041	 -0.76771	  -0.3136
Ccnc	-0.45945	-0.23705	  1.0483	 0.20879	 -0.8392	 -1.1149	 -1.4222	-0.58494	-0.50117	-0.39462	-0.17291	   2.075	   2.488	 0.75054	  1.4182	-0.47676	-0.11173	-0.55568	-0.84153	 -0.3861	-0.36919	 0.47852
Mettl4	 -0.12065	   0.1675	   0.6104	 -0.84271	  -0.8897	 -0.79363	  -1.0962	 -0.54027	 -0.91484	  0.24371	 -0.81324	   2.1655	   2.2349	   1.1703	   1.3239	  0.11355	 -0.51735	   -1.113	 -0.75728	 -0.21398	-0.087202	  0.67027
